week_start_date,year,month,week_number,district,state,dengue_diagnostic_kits,iv_fluids_units,paracetamol_strips,ors_packets,antibiotics_courses,dengue_rapid_test_kits
2016-10-17,2016,10,42,Cuddalore,Tamil Nadu,126,298,2332,550,151,79
2016-10-24,2016,10,43,Cuddalore,Tamil Nadu,70,338,2291,374,206,52
2016-10-31,2016,10,44,Cuddalore,Tamil Nadu,129,650,1444,422,137,101
2016-11-07,2016,11,45,Cuddalore,Tamil Nadu,172,566,1171,411,116,81
2016-11-14,2016,11,46,Cuddalore,Tamil Nadu,156,500,2061,207,115,80
2016-11-21,2016,11,47,Cuddalore,Tamil Nadu,67,414,1662,509,143,45
2016-11-28,2016,11,48,Cuddalore,Tamil Nadu,86,733,728,324,243,41
2016-12-05,2016,12,49,Cuddalore,Tamil Nadu,150,829,1535,549,604,96
2016-12-12,2016,12,50,Cuddalore,Tamil Nadu,103,627,1205,480,610,53
2016-12-19,2016,12,51,Cuddalore,Tamil Nadu,189,659,1905,511,395,127
2016-12-26,2016,12,52,Cuddalore,Tamil Nadu,115,472,1935,363,871,58
2017-01-02,2017,1,1,Cuddalore,Tamil Nadu,40,227,1120,513,372,22
2017-01-09,2017,1,2,Cuddalore,Tamil Nadu,40,177,677,302,616,29
2017-01-16,2017,1,3,Cuddalore,Tamil Nadu,20,243,1282,621,476,11
2017-01-23,2017,1,4,Cuddalore,Tamil Nadu,21,307,1378,272,430,11
2017-01-30,2017,1,5,Cuddalore,Tamil Nadu,41,192,547,418,345,27
2017-02-06,2017,2,6,Cuddalore,Tamil Nadu,48,311,710,507,360,35
2017-02-13,2017,2,7,Cuddalore,Tamil Nadu,50,173,1019,508,190,29
2017-02-20,2017,2,8,Cuddalore,Tamil Nadu,35,315,633,585,193,20
2017-02-27,2017,2,9,Cuddalore,Tamil Nadu,40,196,1037,425,179,27
2017-03-06,2017,3,10,Cuddalore,Tamil Nadu,53,297,1115,212,159,25
2017-03-13,2017,3,11,Cuddalore,Tamil Nadu,45,117,692,364,187,21
2017-03-20,2017,3,12,Cuddalore,Tamil Nadu,33,151,569,310,295,15
2017-03-27,2017,3,13,Cuddalore,Tamil Nadu,21,140,1184,436,131,17
2017-04-03,2017,4,14,Cuddalore,Tamil Nadu,59,371,968,211,171,30
2017-04-10,2017,4,15,Cuddalore,Tamil Nadu,53,219,1503,386,279,36
2017-04-17,2017,4,16,Cuddalore,Tamil Nadu,24,468,1354,362,237,12
2017-04-24,2017,4,17,Cuddalore,Tamil Nadu,49,382,577,211,308,27
2017-05-01,2017,5,18,Cuddalore,Tamil Nadu,21,363,1226,558,196,10
2017-05-08,2017,5,19,Cuddalore,Tamil Nadu,33,226,1367,243,148,24
2017-05-15,2017,5,20,Cuddalore,Tamil Nadu,42,262,965,562,308,31
2017-05-22,2017,5,21,Cuddalore,Tamil Nadu,20,620,601,537,191,13
2017-05-29,2017,5,22,Cuddalore,Tamil Nadu,28,386,952,244,409,16
2017-06-05,2017,6,23,Cuddalore,Tamil Nadu,64,148,1228,533,208,35
2017-06-12,2017,6,24,Cuddalore,Tamil Nadu,26,128,1076,510,125,17
2017-06-19,2017,6,25,Cuddalore,Tamil Nadu,41,239,1245,597,218,28
2017-06-26,2017,6,26,Cuddalore,Tamil Nadu,38,245,1085,1091,117,23
2017-07-03,2017,7,27,Cuddalore,Tamil Nadu,40,237,1395,540,331,28
2017-07-10,2017,7,28,Cuddalore,Tamil Nadu,31,213,1024,507,266,15
2017-07-17,2017,7,29,Cuddalore,Tamil Nadu,54,190,1130,366,196,31
2017-07-24,2017,7,30,Cuddalore,Tamil Nadu,48,239,1234,453,96,32
2017-07-31,2017,7,31,Cuddalore,Tamil Nadu,33,233,600,320,257,18
2017-08-07,2017,8,32,Cuddalore,Tamil Nadu,43,127,1169,320,133,24
2017-08-14,2017,8,33,Cuddalore,Tamil Nadu,27,192,1230,401,125,17
2017-08-21,2017,8,34,Cuddalore,Tamil Nadu,62,195,1287,416,356,37
2017-08-28,2017,8,35,Cuddalore,Tamil Nadu,44,150,1006,454,249,20
2017-09-04,2017,9,36,Cuddalore,Tamil Nadu,42,253,583,246,252,24
2017-09-11,2017,9,37,Cuddalore,Tamil Nadu,27,187,880,553,336,17
2017-09-18,2017,9,38,Cuddalore,Tamil Nadu,27,92,1185,457,339,16
2017-09-25,2017,9,39,Cuddalore,Tamil Nadu,42,146,1506,214,133,35
2017-10-02,2017,10,40,Cuddalore,Tamil Nadu,140,575,1694,268,186,77
2017-10-09,2017,10,41,Cuddalore,Tamil Nadu,144,472,1451,305,268,109
2017-10-16,2017,10,42,Cuddalore,Tamil Nadu,174,528,2492,547,190,106
2017-10-23,2017,10,43,Cuddalore,Tamil Nadu,122,259,1769,640,118,57
2017-10-30,2017,10,44,Cuddalore,Tamil Nadu,69,840,1355,213,137,39
2017-11-06,2017,11,45,Cuddalore,Tamil Nadu,93,417,2133,333,343,63
2017-11-13,2017,11,46,Cuddalore,Tamil Nadu,83,679,2974,506,273,57
2017-11-20,2017,11,47,Cuddalore,Tamil Nadu,147,467,709,491,186,85
2017-11-27,2017,11,48,Cuddalore,Tamil Nadu,165,462,1334,315,188,115
2017-12-04,2017,12,49,Cuddalore,Tamil Nadu,186,539,2454,428,812,96
2017-12-11,2017,12,50,Cuddalore,Tamil Nadu,75,408,1267,526,579,33
2017-12-18,2017,12,51,Cuddalore,Tamil Nadu,74,262,1041,443,221,38
2017-12-25,2017,12,52,Cuddalore,Tamil Nadu,185,228,2429,382,654,133
2018-01-01,2018,1,1,Cuddalore,Tamil Nadu,55,179,617,497,303,25
2018-01-08,2018,1,2,Cuddalore,Tamil Nadu,44,178,1158,480,502,31
2018-01-15,2018,1,3,Cuddalore,Tamil Nadu,51,238,467,252,283,22
2018-01-22,2018,1,4,Cuddalore,Tamil Nadu,49,98,1082,493,323,24
2018-01-29,2018,1,5,Cuddalore,Tamil Nadu,48,212,1579,288,669,34
2018-02-05,2018,2,6,Cuddalore,Tamil Nadu,29,204,614,207,118,19
2018-02-12,2018,2,7,Cuddalore,Tamil Nadu,17,269,712,229,245,10
2018-02-19,2018,2,8,Cuddalore,Tamil Nadu,50,189,1027,282,404,32
2018-02-26,2018,2,9,Cuddalore,Tamil Nadu,51,207,737,479,346,27
2018-03-05,2018,3,10,Cuddalore,Tamil Nadu,56,220,1376,266,217,38
2018-03-12,2018,3,11,Cuddalore,Tamil Nadu,52,268,787,239,328,30
2018-03-19,2018,3,12,Cuddalore,Tamil Nadu,49,186,638,498,316,27
2018-03-26,2018,3,13,Cuddalore,Tamil Nadu,26,221,1179,409,257,12
2018-04-02,2018,4,14,Cuddalore,Tamil Nadu,48,377,1191,507,391,36
2018-04-09,2018,4,15,Cuddalore,Tamil Nadu,29,553,977,585,138,13
2018-04-16,2018,4,16,Cuddalore,Tamil Nadu,60,453,569,439,204,32
2018-04-23,2018,4,17,Cuddalore,Tamil Nadu,25,331,604,556,167,11
2018-04-30,2018,4,18,Cuddalore,Tamil Nadu,30,584,1160,384,192,17
2018-05-07,2018,5,19,Cuddalore,Tamil Nadu,23,524,688,477,195,13
2018-05-14,2018,5,20,Cuddalore,Tamil Nadu,44,235,1067,323,136,34
2018-05-21,2018,5,21,Cuddalore,Tamil Nadu,55,705,1064,282,275,27
2018-05-28,2018,5,22,Cuddalore,Tamil Nadu,29,661,1117,214,302,21
2018-06-04,2018,6,23,Cuddalore,Tamil Nadu,41,137,1229,758,171,24
2018-06-11,2018,6,24,Cuddalore,Tamil Nadu,53,242,1313,1326,229,32
2018-06-18,2018,6,25,Cuddalore,Tamil Nadu,58,130,1256,1130,207,35
2018-06-25,2018,6,26,Cuddalore,Tamil Nadu,56,143,754,1564,224,31
2018-07-02,2018,7,27,Cuddalore,Tamil Nadu,26,141,1203,567,146,20
2018-07-09,2018,7,28,Cuddalore,Tamil Nadu,31,237,668,437,190,21
2018-07-16,2018,7,29,Cuddalore,Tamil Nadu,53,111,676,264,318,33
2018-07-23,2018,7,30,Cuddalore,Tamil Nadu,54,141,720,462,438,37
2018-07-30,2018,7,31,Cuddalore,Tamil Nadu,25,128,1415,458,425,14
2018-08-06,2018,8,32,Cuddalore,Tamil Nadu,27,219,1324,213,271,15
2018-08-13,2018,8,33,Cuddalore,Tamil Nadu,48,155,1179,222,195,27
2018-08-20,2018,8,34,Cuddalore,Tamil Nadu,48,151,534,507,357,30
2018-08-27,2018,8,35,Cuddalore,Tamil Nadu,58,85,659,375,352,34
2018-09-03,2018,9,36,Cuddalore,Tamil Nadu,42,226,769,600,296,22
2018-09-10,2018,9,37,Cuddalore,Tamil Nadu,19,274,1043,223,120,12
2018-09-17,2018,9,38,Cuddalore,Tamil Nadu,22,99,1483,436,205,14
2018-09-24,2018,9,39,Cuddalore,Tamil Nadu,35,173,953,220,151,19
2018-10-01,2018,10,40,Cuddalore,Tamil Nadu,147,681,1421,601,136,98
2018-10-08,2018,10,41,Cuddalore,Tamil Nadu,121,258,1659,436,278,68
2018-10-15,2018,10,42,Cuddalore,Tamil Nadu,181,233,1302,394,118,111
2018-10-22,2018,10,43,Cuddalore,Tamil Nadu,92,801,830,553,415,46
2018-10-29,2018,10,44,Cuddalore,Tamil Nadu,133,797,1966,414,104,97
2018-11-05,2018,11,45,Cuddalore,Tamil Nadu,103,653,2117,604,169,48
2018-11-12,2018,11,46,Cuddalore,Tamil Nadu,146,291,1569,353,327,81
2018-11-19,2018,11,47,Cuddalore,Tamil Nadu,158,771,1923,482,217,81
2018-11-26,2018,11,48,Cuddalore,Tamil Nadu,71,890,2410,343,125,42
2018-12-03,2018,12,49,Cuddalore,Tamil Nadu,113,795,2733,451,406,79
2018-12-10,2018,12,50,Cuddalore,Tamil Nadu,69,632,1620,566,347,44
2018-12-17,2018,12,51,Cuddalore,Tamil Nadu,216,518,1102,344,378,113
2018-12-24,2018,12,52,Cuddalore,Tamil Nadu,121,636,1130,365,309,92
2018-12-31,2018,12,1,Cuddalore,Tamil Nadu,241,477,1070,569,195,112
2019-01-07,2019,1,2,Cuddalore,Tamil Nadu,30,209,1382,362,282,21
2019-01-14,2019,1,3,Cuddalore,Tamil Nadu,56,106,704,255,594,33
2019-01-21,2019,1,4,Cuddalore,Tamil Nadu,42,209,665,547,470,32
2019-01-28,2019,1,5,Cuddalore,Tamil Nadu,26,227,1419,294,454,19
2019-02-04,2019,2,6,Cuddalore,Tamil Nadu,24,222,946,340,227,15
2019-02-11,2019,2,7,Cuddalore,Tamil Nadu,39,229,612,552,242,24
2019-02-18,2019,2,8,Cuddalore,Tamil Nadu,18,248,664,521,235,10
2019-02-25,2019,2,9,Cuddalore,Tamil Nadu,29,303,1200,363,298,18
2019-03-04,2019,3,10,Cuddalore,Tamil Nadu,30,176,785,315,143,15
2019-03-11,2019,3,11,Cuddalore,Tamil Nadu,53,249,1042,501,163,24
2019-03-18,2019,3,12,Cuddalore,Tamil Nadu,34,248,598,536,127,26
2019-03-25,2019,3,13,Cuddalore,Tamil Nadu,66,259,1292,541,293,32
2019-04-01,2019,4,14,Cuddalore,Tamil Nadu,49,282,500,432,412,28
2019-04-08,2019,4,15,Cuddalore,Tamil Nadu,53,298,1306,278,163,27
2019-04-15,2019,4,16,Cuddalore,Tamil Nadu,42,308,1034,370,275,24
2019-04-22,2019,4,17,Cuddalore,Tamil Nadu,21,408,1571,311,102,11
2019-04-29,2019,4,18,Cuddalore,Tamil Nadu,45,626,1347,270,205,26
2019-05-06,2019,5,19,Cuddalore,Tamil Nadu,40,622,868,373,142,24
2019-05-13,2019,5,20,Cuddalore,Tamil Nadu,60,561,990,288,193,31
2019-05-20,2019,5,21,Cuddalore,Tamil Nadu,38,537,1046,295,363,17
2019-05-27,2019,5,22,Cuddalore,Tamil Nadu,42,548,1053,317,289,22
2019-06-03,2019,6,23,Cuddalore,Tamil Nadu,26,268,1201,1710,268,17
2019-06-10,2019,6,24,Cuddalore,Tamil Nadu,29,189,975,836,169,16
2019-06-17,2019,6,25,Cuddalore,Tamil Nadu,20,117,1082,1365,220,12
2019-06-24,2019,6,26,Cuddalore,Tamil Nadu,47,228,691,665,107,24
2019-07-01,2019,7,27,Cuddalore,Tamil Nadu,42,229,708,581,390,32
2019-07-08,2019,7,28,Cuddalore,Tamil Nadu,41,129,1265,270,313,21
2019-07-15,2019,7,29,Cuddalore,Tamil Nadu,31,121,1340,386,318,13
2019-07-22,2019,7,30,Cuddalore,Tamil Nadu,54,155,959,388,230,30
2019-07-29,2019,7,31,Cuddalore,Tamil Nadu,39,176,1501,208,285,19
2019-08-05,2019,8,32,Cuddalore,Tamil Nadu,32,192,1609,375,176,15
2019-08-12,2019,8,33,Cuddalore,Tamil Nadu,31,136,1123,263,159,15
2019-08-19,2019,8,34,Cuddalore,Tamil Nadu,23,250,1039,263,347,17
2019-08-26,2019,8,35,Cuddalore,Tamil Nadu,41,281,1423,562,107,20
2019-09-02,2019,9,36,Cuddalore,Tamil Nadu,55,180,984,257,207,34
2019-09-09,2019,9,37,Cuddalore,Tamil Nadu,43,283,1353,598,247,32
2019-09-16,2019,9,38,Cuddalore,Tamil Nadu,51,192,1406,533,299,29
2019-09-23,2019,9,39,Cuddalore,Tamil Nadu,32,255,516,202,230,19
2019-09-30,2019,9,40,Cuddalore,Tamil Nadu,22,176,652,547,279,14
2019-10-07,2019,10,41,Cuddalore,Tamil Nadu,189,404,2511,404,358,135
2019-10-14,2019,10,42,Cuddalore,Tamil Nadu,128,502,1626,469,249,106
2019-10-21,2019,10,43,Cuddalore,Tamil Nadu,171,692,1818,359,168,85
2019-10-28,2019,10,44,Cuddalore,Tamil Nadu,130,499,962,302,133,97
2019-11-04,2019,11,45,Cuddalore,Tamil Nadu,162,739,913,358,213,102
2019-11-11,2019,11,46,Cuddalore,Tamil Nadu,152,261,2722,295,266,114
2019-11-18,2019,11,47,Cuddalore,Tamil Nadu,193,952,1928,354,278,83
2019-11-25,2019,11,48,Cuddalore,Tamil Nadu,172,858,1916,432,295,109
2019-12-02,2019,12,49,Cuddalore,Tamil Nadu,138,363,1375,318,389,83
2019-12-09,2019,12,50,Cuddalore,Tamil Nadu,70,550,1923,282,212,38
2019-12-16,2019,12,51,Cuddalore,Tamil Nadu,64,426,2067,438,669,35
2019-12-23,2019,12,52,Cuddalore,Tamil Nadu,112,480,2049,558,348,80
2019-12-30,2019,12,1,Cuddalore,Tamil Nadu,133,648,1198,406,570,78
2020-01-06,2020,1,2,Cuddalore,Tamil Nadu,25,126,810,388,691,14
2020-01-13,2020,1,3,Cuddalore,Tamil Nadu,34,270,741,480,576,21
2020-01-20,2020,1,4,Cuddalore,Tamil Nadu,23,267,1038,514,513,15
2020-01-27,2020,1,5,Cuddalore,Tamil Nadu,37,135,1370,586,278,20
2020-02-03,2020,2,6,Cuddalore,Tamil Nadu,23,214,1065,567,203,16
2020-02-10,2020,2,7,Cuddalore,Tamil Nadu,25,223,951,521,199,16
2020-02-17,2020,2,8,Cuddalore,Tamil Nadu,49,148,1081,275,145,33
2020-02-24,2020,2,9,Cuddalore,Tamil Nadu,38,275,1492,363,249,25
2020-03-02,2020,3,10,Cuddalore,Tamil Nadu,42,185,1301,281,135,26
2020-03-09,2020,3,11,Cuddalore,Tamil Nadu,37,101,1187,282,295,29
2020-03-16,2020,3,12,Cuddalore,Tamil Nadu,53,221,803,380,385,24
2020-03-23,2020,3,13,Cuddalore,Tamil Nadu,37,139,1164,549,203,21
2020-03-30,2020,3,14,Cuddalore,Tamil Nadu,40,131,552,360,211,21
2020-04-06,2020,4,15,Cuddalore,Tamil Nadu,37,441,1353,364,228,28
2020-04-13,2020,4,16,Cuddalore,Tamil Nadu,49,294,1223,455,120,31
2020-04-20,2020,4,17,Cuddalore,Tamil Nadu,49,549,1311,203,220,22
2020-04-27,2020,4,18,Cuddalore,Tamil Nadu,41,583,891,314,296,21
2020-05-04,2020,5,19,Cuddalore,Tamil Nadu,30,418,586,420,388,15
2020-05-11,2020,5,20,Cuddalore,Tamil Nadu,46,535,686,327,141,23
2020-05-18,2020,5,21,Cuddalore,Tamil Nadu,55,568,1414,303,111,36
2020-05-25,2020,5,22,Cuddalore,Tamil Nadu,20,464,905,402,208,13
2020-06-01,2020,6,23,Cuddalore,Tamil Nadu,45,294,1377,1396,245,25
2020-06-08,2020,6,24,Cuddalore,Tamil Nadu,50,248,593,764,287,28
2020-06-15,2020,6,25,Cuddalore,Tamil Nadu,19,118,1246,571,213,13
2020-06-22,2020,6,26,Cuddalore,Tamil Nadu,33,191,904,1015,247,18
2020-06-29,2020,6,27,Cuddalore,Tamil Nadu,40,217,959,802,384,29
2020-07-06,2020,7,28,Cuddalore,Tamil Nadu,43,199,712,256,126,27
2020-07-13,2020,7,29,Cuddalore,Tamil Nadu,54,170,609,211,225,31
2020-07-20,2020,7,30,Cuddalore,Tamil Nadu,28,176,924,324,261,16
2020-07-27,2020,7,31,Cuddalore,Tamil Nadu,25,98,1373,444,202,19
2020-08-03,2020,8,32,Cuddalore,Tamil Nadu,67,159,998,462,166,33
2020-08-10,2020,8,33,Cuddalore,Tamil Nadu,48,103,874,238,299,27
2020-08-17,2020,8,34,Cuddalore,Tamil Nadu,36,195,607,525,274,16
2020-08-24,2020,8,35,Cuddalore,Tamil Nadu,37,170,1044,234,128,24
2020-08-31,2020,8,36,Cuddalore,Tamil Nadu,48,208,1399,427,265,33
2020-09-07,2020,9,37,Cuddalore,Tamil Nadu,22,209,921,467,238,17
2020-09-14,2020,9,38,Cuddalore,Tamil Nadu,61,275,572,213,142,30
2020-09-21,2020,9,39,Cuddalore,Tamil Nadu,41,113,778,459,304,28
2020-09-28,2020,9,40,Cuddalore,Tamil Nadu,45,265,923,304,155,28
2020-10-05,2020,10,41,Cuddalore,Tamil Nadu,126,387,1708,445,254,81
2020-10-12,2020,10,42,Cuddalore,Tamil Nadu,114,663,1187,515,317,93
2020-10-19,2020,10,43,Cuddalore,Tamil Nadu,178,342,2034,441,395,118
2020-10-26,2020,10,44,Cuddalore,Tamil Nadu,217,360,2165,494,121,106
2020-11-02,2020,11,45,Cuddalore,Tamil Nadu,74,611,2154,349,351,39
2020-11-09,2020,11,46,Cuddalore,Tamil Nadu,192,961,1998,387,201,95
2020-11-16,2020,11,47,Cuddalore,Tamil Nadu,157,385,2275,263,230,80
2020-11-23,2020,11,48,Cuddalore,Tamil Nadu,215,377,1815,463,193,112
2020-11-30,2020,11,49,Cuddalore,Tamil Nadu,149,845,1387,310,210,109
2020-12-07,2020,12,50,Cuddalore,Tamil Nadu,113,691,730,632,248,82
2020-12-14,2020,12,51,Cuddalore,Tamil Nadu,122,323,2007,420,535,78
2020-12-21,2020,12,52,Cuddalore,Tamil Nadu,58,847,1485,467,272,30
2020-12-28,2020,12,53,Cuddalore,Tamil Nadu,82,483,1350,301,324,46
2021-01-04,2021,1,1,Cuddalore,Tamil Nadu,38,222,828,266,633,30
2021-01-11,2021,1,2,Cuddalore,Tamil Nadu,26,261,879,206,433,20
2021-01-18,2021,1,3,Cuddalore,Tamil Nadu,48,210,1217,380,428,29
2021-01-25,2021,1,4,Cuddalore,Tamil Nadu,31,102,725,301,682,22
2021-02-01,2021,2,5,Cuddalore,Tamil Nadu,64,146,1118,575,122,38
2021-02-08,2021,2,6,Cuddalore,Tamil Nadu,34,115,1365,271,260,22
2021-02-15,2021,2,7,Cuddalore,Tamil Nadu,40,203,1484,554,252,24
2021-02-22,2021,2,8,Cuddalore,Tamil Nadu,37,314,632,226,178,26
2021-03-01,2021,3,9,Cuddalore,Tamil Nadu,21,243,837,364,299,12
2021-03-08,2021,3,10,Cuddalore,Tamil Nadu,20,128,1363,336,337,11
2021-03-15,2021,3,11,Cuddalore,Tamil Nadu,22,249,1111,223,361,13
2021-03-22,2021,3,12,Cuddalore,Tamil Nadu,59,281,1128,503,319,39
2021-03-29,2021,3,13,Cuddalore,Tamil Nadu,45,116,954,537,197,24
2021-04-05,2021,4,14,Cuddalore,Tamil Nadu,41,394,935,215,216,29
2021-04-12,2021,4,15,Cuddalore,Tamil Nadu,30,247,1001,279,259,21
2021-04-19,2021,4,16,Cuddalore,Tamil Nadu,53,443,1281,413,384,32
2021-04-26,2021,4,17,Cuddalore,Tamil Nadu,27,365,1285,245,245,18
2021-05-03,2021,5,18,Cuddalore,Tamil Nadu,35,524,588,431,327,22
2021-05-10,2021,5,19,Cuddalore,Tamil Nadu,27,577,607,285,149,14
2021-05-17,2021,5,20,Cuddalore,Tamil Nadu,35,537,1348,618,398,21
2021-05-24,2021,5,21,Cuddalore,Tamil Nadu,49,460,1099,505,297,32
2021-05-31,2021,5,22,Cuddalore,Tamil Nadu,24,525,695,411,213,14
2021-06-07,2021,6,23,Cuddalore,Tamil Nadu,26,185,1510,656,303,20
2021-06-14,2021,6,24,Cuddalore,Tamil Nadu,50,161,653,1450,168,31
2021-06-21,2021,6,25,Cuddalore,Tamil Nadu,39,127,719,618,303,28
2021-06-28,2021,6,26,Cuddalore,Tamil Nadu,19,202,1203,1261,131,13
2021-07-05,2021,7,27,Cuddalore,Tamil Nadu,23,290,1096,396,319,13
2021-07-12,2021,7,28,Cuddalore,Tamil Nadu,22,216,656,475,307,12
2021-07-19,2021,7,29,Cuddalore,Tamil Nadu,23,158,660,534,326,16
2021-07-26,2021,7,30,Cuddalore,Tamil Nadu,49,145,838,363,129,35
2021-08-02,2021,8,31,Cuddalore,Tamil Nadu,46,237,740,402,380,23
2021-08-09,2021,8,32,Cuddalore,Tamil Nadu,37,134,685,240,374,26
2021-08-16,2021,8,33,Cuddalore,Tamil Nadu,27,210,661,415,161,13
2021-08-23,2021,8,34,Cuddalore,Tamil Nadu,44,196,1228,484,161,27
2021-08-30,2021,8,35,Cuddalore,Tamil Nadu,56,256,1144,266,138,28
2021-09-06,2021,9,36,Cuddalore,Tamil Nadu,58,282,885,469,225,31
2021-09-13,2021,9,37,Cuddalore,Tamil Nadu,43,214,835,512,118,27
2021-09-20,2021,9,38,Cuddalore,Tamil Nadu,50,124,837,556,247,27
2021-09-27,2021,9,39,Cuddalore,Tamil Nadu,27,265,780,512,295,18
2021-10-04,2021,10,40,Cuddalore,Tamil Nadu,113,444,839,350,286,89
2021-10-11,2021,10,41,Cuddalore,Tamil Nadu,163,250,932,265,192,73
2021-10-18,2021,10,42,Cuddalore,Tamil Nadu,79,553,1599,283,195,48
2021-10-25,2021,10,43,Cuddalore,Tamil Nadu,164,464,1635,270,380,78
2021-11-01,2021,11,44,Cuddalore,Tamil Nadu,96,413,1714,427,408,53
2021-11-08,2021,11,45,Cuddalore,Tamil Nadu,157,735,2259,594,218,103
2021-11-15,2021,11,46,Cuddalore,Tamil Nadu,135,465,2369,292,217,86
2021-11-22,2021,11,47,Cuddalore,Tamil Nadu,55,504,1984,608,294,42
2021-11-29,2021,11,48,Cuddalore,Tamil Nadu,105,684,1902,346,192,77
2021-12-06,2021,12,49,Cuddalore,Tamil Nadu,200,425,1176,242,477,152
2021-12-13,2021,12,50,Cuddalore,Tamil Nadu,146,739,2577,226,246,98
2021-12-20,2021,12,51,Cuddalore,Tamil Nadu,120,667,1276,425,324,72
2021-12-27,2021,12,52,Cuddalore,Tamil Nadu,187,535,1195,512,360,113
2022-01-03,2022,1,1,Cuddalore,Tamil Nadu,50,139,687,481,276,31
2022-01-10,2022,1,2,Cuddalore,Tamil Nadu,22,149,1583,451,684,17
2022-01-17,2022,1,3,Cuddalore,Tamil Nadu,53,173,1150,308,354,26
2022-01-24,2022,1,4,Cuddalore,Tamil Nadu,53,280,1424,512,642,26
2022-01-31,2022,1,5,Cuddalore,Tamil Nadu,45,285,679,417,623,25
2022-02-07,2022,2,6,Cuddalore,Tamil Nadu,52,95,1426,308,384,38
2022-02-14,2022,2,7,Cuddalore,Tamil Nadu,24,199,1480,253,91,17
2022-02-21,2022,2,8,Cuddalore,Tamil Nadu,49,220,961,193,250,29
2022-02-28,2022,2,9,Cuddalore,Tamil Nadu,37,307,1387,455,137,17
2022-03-07,2022,3,10,Cuddalore,Tamil Nadu,21,237,938,222,130,17
2022-03-14,2022,3,11,Cuddalore,Tamil Nadu,47,118,697,212,278,26
2022-03-21,2022,3,12,Cuddalore,Tamil Nadu,46,149,523,384,263,20
2022-03-28,2022,3,13,Cuddalore,Tamil Nadu,34,183,1168,442,104,19
2022-04-04,2022,4,14,Cuddalore,Tamil Nadu,37,360,769,566,175,23
2022-04-11,2022,4,15,Cuddalore,Tamil Nadu,20,490,1082,227,344,15
2022-04-18,2022,4,16,Cuddalore,Tamil Nadu,39,424,648,624,143,26
2022-04-25,2022,4,17,Cuddalore,Tamil Nadu,37,304,1124,274,231,19
2022-05-02,2022,5,18,Cuddalore,Tamil Nadu,59,531,754,229,335,36
2022-05-09,2022,5,19,Cuddalore,Tamil Nadu,44,513,693,486,152,28
2022-05-16,2022,5,20,Cuddalore,Tamil Nadu,24,577,1328,303,103,12
2022-05-23,2022,5,21,Cuddalore,Tamil Nadu,40,274,1036,263,263,23
2022-05-30,2022,5,22,Cuddalore,Tamil Nadu,50,620,964,382,115,37
2022-06-06,2022,6,23,Cuddalore,Tamil Nadu,51,158,1047,1296,201,37
2022-06-13,2022,6,24,Cuddalore,Tamil Nadu,52,182,647,1372,222,34
2022-06-20,2022,6,25,Cuddalore,Tamil Nadu,54,128,986,1416,295,38
2022-06-27,2022,6,26,Cuddalore,Tamil Nadu,49,179,933,538,201,29
2022-07-04,2022,7,27,Cuddalore,Tamil Nadu,31,224,674,369,96,14
2022-07-11,2022,7,28,Cuddalore,Tamil Nadu,41,186,1409,252,216,24
2022-07-18,2022,7,29,Cuddalore,Tamil Nadu,28,254,981,386,188,14
2022-07-25,2022,7,30,Cuddalore,Tamil Nadu,41,226,1459,254,173,23
2022-08-01,2022,8,31,Cuddalore,Tamil Nadu,42,124,498,429,357,21
2022-08-08,2022,8,32,Cuddalore,Tamil Nadu,44,302,1317,369,377,21
2022-08-15,2022,8,33,Cuddalore,Tamil Nadu,50,260,1385,472,254,30
2022-08-22,2022,8,34,Cuddalore,Tamil Nadu,22,287,900,229,181,15
2022-08-29,2022,8,35,Cuddalore,Tamil Nadu,41,138,799,219,205,29
2022-09-05,2022,9,36,Cuddalore,Tamil Nadu,17,175,1229,574,313,11
2022-09-12,2022,9,37,Cuddalore,Tamil Nadu,39,119,1262,404,301,26
2022-09-19,2022,9,38,Cuddalore,Tamil Nadu,55,170,872,414,375,29
2022-09-26,2022,9,39,Cuddalore,Tamil Nadu,38,284,1024,363,396,28
2022-10-03,2022,10,40,Cuddalore,Tamil Nadu,136,731,1102,460,194,60
2022-10-10,2022,10,41,Cuddalore,Tamil Nadu,143,850,1119,387,327,91
2022-10-17,2022,10,42,Cuddalore,Tamil Nadu,166,441,1009,503,145,78
2022-10-24,2022,10,43,Cuddalore,Tamil Nadu,106,456,2320,582,376,80
2022-10-31,2022,10,44,Cuddalore,Tamil Nadu,252,659,1436,294,157,153
2022-11-07,2022,11,45,Cuddalore,Tamil Nadu,194,605,1778,606,233,106
2022-11-14,2022,11,46,Cuddalore,Tamil Nadu,161,341,1810,268,250,89
2022-11-21,2022,11,47,Cuddalore,Tamil Nadu,132,331,1531,334,138,73
2022-11-28,2022,11,48,Cuddalore,Tamil Nadu,158,277,1430,385,145,86
2022-12-05,2022,12,49,Cuddalore,Tamil Nadu,149,660,947,307,413,115
2022-12-12,2022,12,50,Cuddalore,Tamil Nadu,100,824,2018,478,424,48
2022-12-19,2022,12,51,Cuddalore,Tamil Nadu,73,758,1938,307,602,47
2022-12-26,2022,12,52,Cuddalore,Tamil Nadu,150,673,1174,556,379,100
2023-01-02,2023,1,1,Cuddalore,Tamil Nadu,48,120,1082,312,458,31
2023-01-09,2023,1,2,Cuddalore,Tamil Nadu,40,167,1248,386,550,21
