unique_id,state,district,disease,no_of_cases,no_of_deaths,outbreak_start_date,reporting_date,current_status,week_number,year,week_date_range
TN/2016/50/1008,Tamil Nadu,Salem,Scrub Typhus,11,0,01-01-2016,07-01-2016,Under Surveillance,50,2016,Week 50 of 2016
TN/2016/50/1009,Tamil Nadu,Salem,Acute Gastroenteritis,12,0,01-01-2016,07-01-2016,Under Control,50,2016,Week 50 of 2016
TN/2016/50/1010,Tamil Nadu,Salem,Fever,64,0,01-01-2016,07-01-2016,Under Control,50,2016,Week 50 of 2016
TN/2016/51/1011,Tamil Nadu,Kanchipuram,Dengue,43,0,01-01-2016,07-01-2016,Under Control,51,2016,Week 51 of 2016
TN/2016/51/1012,Tamil Nadu,Madurai,Scrub Typhus,17,0,01-01-2016,07-01-2016,Under Surveillance,51,2016,Week 51 of 2016
TN/2016/51/1013,Tamil Nadu,Madurai,Acute Gastroenteritis,14,0,01-01-2016,07-01-2016,Closed,51,2016,Week 51 of 2016
TN/2016/51/1014,Tamil Nadu,Theni,Acute Gastroenteritis,8,0,01-01-2016,07-01-2016,Under Control,51,2016,Week 51 of 2016
TN/2016/51/1015,Tamil Nadu,Thanjavur,Scrub Typhus,14,0,01-01-2016,07-01-2016,Under Control,51,2016,Week 51 of 2016
TN/2016/52/1016,Tamil Nadu,Thiruvallur,Acute Gastroenteritis,6,0,01-01-2016,07-01-2016,Under Surveillance,52,2016,Week 52 of 2016
TN/2016/52/1017,Tamil Nadu,Thiruvallur,Fever,70,0,01-01-2016,07-01-2016,Under Control,52,2016,Week 52 of 2016
TN/2016/52/1018,Tamil Nadu,Tirunelveli,Scrub Typhus,13,1,01-01-2016,07-01-2016,Under Surveillance,52,2016,Week 52 of 2016
TN/2016/52/1019,Tamil Nadu,Erode,Acute Gastroenteritis,15,0,01-01-2016,07-01-2016,Under Control,52,2016,Week 52 of 2016
TN/2016/52/1020,Tamil Nadu,Erode,Fever,66,0,01-01-2016,07-01-2016,Closed,52,2016,Week 52 of 2016
TN/2016/52/1021,Tamil Nadu,Krishnagiri,Scrub Typhus,12,0,01-01-2016,07-01-2016,Under Surveillance,52,2016,Week 52 of 2016
TN/2016/52/1022,Tamil Nadu,Krishnagiri,Acute Gastroenteritis,10,0,01-01-2016,07-01-2016,Under Surveillance,52,2016,Week 52 of 2016
TN/2016/52/1023,Tamil Nadu,Krishnagiri,Fever,64,0,01-01-2016,07-01-2016,Under Control,52,2016,Week 52 of 2016
TN/2016/52/1024,Tamil Nadu,Karur,Dengue,38,0,01-01-2016,07-01-2016,Under Surveillance,52,2016,Week 52 of 2016
TN/2016/52/1025,Tamil Nadu,Karur,Scrub Typhus,11,0,01-01-2016,07-01-2016,Under Surveillance,52,2016,Week 52 of 2016
TN/2016/52/1026,Tamil Nadu,Karur,Acute Gastroenteritis,7,0,01-01-2016,07-01-2016,Under Surveillance,52,2016,Week 52 of 2016
TN/2016/53/1027,Tamil Nadu,Dharmapuri,Acute Gastroenteritis,6,0,01-01-2016,07-01-2016,Under Control,53,2016,Week 53 of 2016
TN/2016/53/1028,Tamil Nadu,Dharmapuri,Fever,59,0,01-01-2016,07-01-2016,Closed,53,2016,Week 53 of 2016
TN/2016/53/1029,Tamil Nadu,Tiruchirappalli,Dengue,25,0,01-01-2016,07-01-2016,Under Surveillance,53,2016,Week 53 of 2016
TN/2016/53/1030,Tamil Nadu,Tiruchirappalli,Acute Gastroenteritis,9,0,01-01-2016,07-01-2016,Under Surveillance,53,2016,Week 53 of 2016
TN/2016/53/1031,Tamil Nadu,Tiruvannamalai,Fever,72,0,01-01-2016,07-01-2016,Closed,53,2016,Week 53 of 2016
TN/2016/53/1032,Tamil Nadu,Tiruvarur,Dengue,41,0,01-01-2016,07-01-2016,Under Surveillance,53,2016,Week 53 of 2016
TN/2016/53/1033,Tamil Nadu,Tiruvarur,Acute Gastroenteritis,17,0,01-01-2016,07-01-2016,Under Surveillance,53,2016,Week 53 of 2016
TN/2016/53/1034,Tamil Nadu,Tuticorin,Dengue,34,0,01-01-2016,07-01-2016,Under Surveillance,53,2016,Week 53 of 2016
TN/2016/53/1035,Tamil Nadu,Tuticorin,Scrub Typhus,9,0,01-01-2016,07-01-2016,Under Control,53,2016,Week 53 of 2016
TN/2016/53/1036,Tamil Nadu,Tuticorin,Acute Gastroenteritis,8,0,01-01-2016,07-01-2016,Closed,53,2016,Week 53 of 2016
TN/2016/53/1037,Tamil Nadu,Tuticorin,Fever,93,0,01-01-2016,07-01-2016,Under Control,53,2016,Week 53 of 2016
TN/2016/53/1038,Tamil Nadu,Karur,Acute Gastroenteritis,12,0,01-01-2016,07-01-2016,Closed,53,2016,Week 53 of 2016
TN/2016/53/1039,Tamil Nadu,Vellore,Scrub Typhus,21,0,01-01-2016,07-01-2016,Under Control,53,2016,Week 53 of 2016
TN/2016/53/1040,Tamil Nadu,Vellore,Acute Gastroenteritis,10,0,01-01-2016,07-01-2016,Under Surveillance,53,2016,Week 53 of 2016
TN/2016/53/1041,Tamil Nadu,Vellore,Fever,76,0,01-01-2016,07-01-2016,Under Control,53,2016,Week 53 of 2016
TN/2017/1/1042,Tamil Nadu,Pudukkottai,Dengue,16,1,01-01-2017,07-01-2017,Under Surveillance,1,2017,Week 1 of 2017
TN/2017/1/1043,Tamil Nadu,Pudukkottai,Fever,54,0,01-01-2017,07-01-2017,Closed,1,2017,Week 1 of 2017
TN/2017/1/1044,Tamil Nadu,Tiruvannamalai,Acute Gastroenteritis,11,0,01-01-2017,07-01-2017,Closed,1,2017,Week 1 of 2017
TN/2017/1/1045,Tamil Nadu,Tiruvannamalai,Fever,57,0,01-01-2017,07-01-2017,Under Control,1,2017,Week 1 of 2017
TN/2017/1/1046,Tamil Nadu,Tiruvarur,Acute Gastroenteritis,13,0,01-01-2017,07-01-2017,Closed,1,2017,Week 1 of 2017
TN/2017/1/1047,Tamil Nadu,Tirupathur,Scrub Typhus,3,0,01-01-2017,07-01-2017,Under Surveillance,1,2017,Week 1 of 2017
TN/2017/1/1048,Tamil Nadu,Kanchipuram,Dengue,12,0,01-01-2017,07-01-2017,Under Control,1,2017,Week 1 of 2017
TN/2017/1/1049,Tamil Nadu,Kanchipuram,Acute Gastroenteritis,8,0,01-01-2017,07-01-2017,Under Control,1,2017,Week 1 of 2017
TN/2017/2/1050,Tamil Nadu,Chengalpattu,Fever,65,0,01-01-2017,07-01-2017,Closed,2,2017,Week 2 of 2017
TN/2017/2/1051,Tamil Nadu,Villupuram,Dengue,8,0,01-01-2017,07-01-2017,Under Control,2,2017,Week 2 of 2017
TN/2017/2/1052,Tamil Nadu,Villupuram,Acute Gastroenteritis,14,1,01-01-2017,07-01-2017,Under Control,2,2017,Week 2 of 2017
TN/2017/2/1053,Tamil Nadu,Villupuram,Fever,57,0,01-01-2017,07-01-2017,Closed,2,2017,Week 2 of 2017
TN/2017/2/1054,Tamil Nadu,Theni,Dengue,6,0,01-01-2017,07-01-2017,Under Surveillance,2,2017,Week 2 of 2017
TN/2017/2/1055,Tamil Nadu,Theni,Scrub Typhus,6,0,01-01-2017,07-01-2017,Closed,2,2017,Week 2 of 2017
TN/2017/2/1056,Tamil Nadu,Theni,Acute Gastroenteritis,7,0,01-01-2017,07-01-2017,Closed,2,2017,Week 2 of 2017
TN/2017/2/1057,Tamil Nadu,Theni,Fever,49,0,01-01-2017,07-01-2017,Closed,2,2017,Week 2 of 2017
TN/2017/3/1058,Tamil Nadu,Karur,Scrub Typhus,6,0,01-01-2017,07-01-2017,Under Surveillance,3,2017,Week 3 of 2017
TN/2017/3/1059,Tamil Nadu,Karur,Acute Gastroenteritis,13,0,01-01-2017,07-01-2017,Closed,3,2017,Week 3 of 2017
TN/2017/3/1060,Tamil Nadu,Thanjavur,Dengue,12,0,01-01-2017,07-01-2017,Closed,3,2017,Week 3 of 2017
TN/2017/3/1061,Tamil Nadu,Thanjavur,Fever,74,0,01-01-2017,07-01-2017,Closed,3,2017,Week 3 of 2017
TN/2017/3/1062,Tamil Nadu,Ramanathapuram,Fever,62,0,01-01-2017,07-01-2017,Under Control,3,2017,Week 3 of 2017
TN/2017/3/1063,Tamil Nadu,Kanniyakumari,Acute Gastroenteritis,4,0,01-01-2017,07-01-2017,Closed,3,2017,Week 3 of 2017
TN/2017/3/1064,Tamil Nadu,Kanniyakumari,Fever,64,0,01-01-2017,07-01-2017,Under Control,3,2017,Week 3 of 2017
TN/2017/4/1065,Tamil Nadu,Tirunelveli,Dengue,6,0,01-01-2017,07-01-2017,Closed,4,2017,Week 4 of 2017
TN/2017/4/1066,Tamil Nadu,Tirunelveli,Scrub Typhus,8,0,01-01-2017,07-01-2017,Closed,4,2017,Week 4 of 2017
TN/2017/4/1067,Tamil Nadu,Tirunelveli,Acute Gastroenteritis,3,0,01-01-2017,07-01-2017,Under Control,4,2017,Week 4 of 2017
TN/2017/4/1068,Tamil Nadu,Tirunelveli,Fever,68,0,01-01-2017,07-01-2017,Closed,4,2017,Week 4 of 2017
TN/2017/4/1069,Tamil Nadu,Tenkasi,Scrub Typhus,4,0,01-01-2017,07-01-2017,Closed,4,2017,Week 4 of 2017
TN/2017/4/1070,Tamil Nadu,Cuddalore,Fever,64,0,01-01-2017,07-01-2017,Under Control,4,2017,Week 4 of 2017
TN/2017/5/1071,Tamil Nadu,Karur,Acute Gastroenteritis,11,0,01-01-2017,07-01-2017,Under Surveillance,5,2017,Week 5 of 2017
TN/2017/5/1072,Tamil Nadu,Coimbatore,Fever,62,0,01-01-2017,07-01-2017,Under Surveillance,5,2017,Week 5 of 2017
TN/2017/5/1073,Tamil Nadu,Dharmapuri,Scrub Typhus,6,0,01-01-2017,07-01-2017,Under Control,5,2017,Week 5 of 2017
TN/2017/5/1074,Tamil Nadu,Nagapattinam,Dengue,12,1,01-01-2017,07-01-2017,Closed,5,2017,Week 5 of 2017
TN/2017/5/1075,Tamil Nadu,Nagapattinam,Fever,63,0,01-01-2017,07-01-2017,Under Surveillance,5,2017,Week 5 of 2017
TN/2017/5/1076,Tamil Nadu,Tuticorin,Scrub Typhus,5,0,01-01-2017,07-01-2017,Closed,5,2017,Week 5 of 2017
TN/2017/5/1077,Tamil Nadu,Tuticorin,Acute Gastroenteritis,7,0,01-01-2017,07-01-2017,Under Surveillance,5,2017,Week 5 of 2017
TN/2017/5/1078,Tamil Nadu,Chennai,Acute Gastroenteritis,12,0,01-01-2017,07-01-2017,Under Surveillance,5,2017,Week 5 of 2017
TN/2017/5/1079,Tamil Nadu,Chennai,Fever,61,0,01-01-2017,07-01-2017,Closed,5,2017,Week 5 of 2017
TN/2017/6/1080,Tamil Nadu,Villupuram,Scrub Typhus,4,0,01-01-2017,07-01-2017,Closed,6,2017,Week 6 of 2017
TN/2017/6/1081,Tamil Nadu,Villupuram,Acute Gastroenteritis,8,0,01-01-2017,07-01-2017,Under Control,6,2017,Week 6 of 2017
TN/2017/6/1082,Tamil Nadu,Kanchipuram,Dengue,12,0,01-01-2017,07-01-2017,Under Surveillance,6,2017,Week 6 of 2017
TN/2017/6/1083,Tamil Nadu,Kanchipuram,Scrub Typhus,3,0,01-01-2017,07-01-2017,Under Surveillance,6,2017,Week 6 of 2017
TN/2017/6/1084,Tamil Nadu,Kanchipuram,Fever,30,0,01-01-2017,07-01-2017,Under Surveillance,6,2017,Week 6 of 2017
TN/2017/6/1085,Tamil Nadu,Virudhunagar,Dengue,3,0,01-01-2017,07-01-2017,Closed,6,2017,Week 6 of 2017
TN/2017/6/1086,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,10,0,01-01-2017,07-01-2017,Closed,6,2017,Week 6 of 2017
TN/2017/6/1087,Tamil Nadu,Virudhunagar,Fever,52,0,01-01-2017,07-01-2017,Under Control,6,2017,Week 6 of 2017
TN/2017/6/1088,Tamil Nadu,Kallakurichi,Dengue,4,0,01-01-2017,07-01-2017,Closed,6,2017,Week 6 of 2017
TN/2017/6/1089,Tamil Nadu,Kallakurichi,Scrub Typhus,4,0,01-01-2017,07-01-2017,Under Control,6,2017,Week 6 of 2017
TN/2017/7/1090,Tamil Nadu,Ranipet,Scrub Typhus,5,0,01-01-2017,07-01-2017,Under Control,7,2017,Week 7 of 2017
TN/2017/7/1091,Tamil Nadu,Madurai,Scrub Typhus,2,0,01-01-2017,07-01-2017,Under Control,7,2017,Week 7 of 2017
TN/2017/7/1092,Tamil Nadu,Virudhunagar,Dengue,7,0,01-01-2017,07-01-2017,Closed,7,2017,Week 7 of 2017
TN/2017/7/1093,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,9,0,01-01-2017,07-01-2017,Under Surveillance,7,2017,Week 7 of 2017
TN/2017/7/1094,Tamil Nadu,Tiruvarur,Dengue,6,0,01-01-2017,07-01-2017,Closed,7,2017,Week 7 of 2017
TN/2017/7/1095,Tamil Nadu,Tiruvarur,Fever,49,0,01-01-2017,07-01-2017,Under Control,7,2017,Week 7 of 2017
TN/2017/7/1096,Tamil Nadu,Theni,Scrub Typhus,5,0,01-01-2017,07-01-2017,Under Control,7,2017,Week 7 of 2017
TN/2017/7/1097,Tamil Nadu,Theni,Acute Gastroenteritis,15,0,01-01-2017,07-01-2017,Under Control,7,2017,Week 7 of 2017
TN/2017/8/1098,Tamil Nadu,Kallakurichi,Dengue,6,0,01-01-2017,07-01-2017,Under Control,8,2017,Week 8 of 2017
TN/2017/8/1099,Tamil Nadu,Kallakurichi,Scrub Typhus,1,0,01-01-2017,07-01-2017,Closed,8,2017,Week 8 of 2017
TN/2017/8/1100,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,8,1,01-01-2017,07-01-2017,Under Control,8,2017,Week 8 of 2017
TN/2017/8/1101,Tamil Nadu,Kallakurichi,Fever,37,0,01-01-2017,07-01-2017,Under Surveillance,8,2017,Week 8 of 2017
TN/2017/8/1102,Tamil Nadu,Villupuram,Scrub Typhus,2,0,01-01-2017,07-01-2017,Closed,8,2017,Week 8 of 2017
TN/2017/8/1103,Tamil Nadu,Villupuram,Acute Gastroenteritis,8,0,01-01-2017,07-01-2017,Under Surveillance,8,2017,Week 8 of 2017
TN/2017/8/1104,Tamil Nadu,Dindigul,Scrub Typhus,1,0,01-01-2017,07-01-2017,Under Control,8,2017,Week 8 of 2017
TN/2017/8/1105,Tamil Nadu,Dindigul,Acute Gastroenteritis,7,0,01-01-2017,07-01-2017,Under Control,8,2017,Week 8 of 2017
TN/2017/9/1106,Tamil Nadu,Sivaganga,Scrub Typhus,2,0,01-01-2017,07-01-2017,Under Surveillance,9,2017,Week 9 of 2017
TN/2017/9/1107,Tamil Nadu,Sivaganga,Acute Gastroenteritis,7,0,01-01-2017,07-01-2017,Under Control,9,2017,Week 9 of 2017
TN/2017/9/1108,Tamil Nadu,Sivaganga,Fever,43,0,01-01-2017,07-01-2017,Under Control,9,2017,Week 9 of 2017
TN/2017/9/1109,Tamil Nadu,Tirunelveli,Dengue,3,0,01-01-2017,07-01-2017,Under Surveillance,9,2017,Week 9 of 2017
TN/2017/9/1110,Tamil Nadu,Tirunelveli,Fever,37,0,01-01-2017,07-01-2017,Closed,9,2017,Week 9 of 2017
TN/2017/9/1111,Tamil Nadu,Dindigul,Dengue,4,0,01-01-2017,07-01-2017,Closed,9,2017,Week 9 of 2017
TN/2017/9/1112,Tamil Nadu,Dindigul,Acute Gastroenteritis,10,0,01-01-2017,07-01-2017,Under Surveillance,9,2017,Week 9 of 2017
TN/2017/9/1113,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,10,0,01-01-2017,07-01-2017,Under Control,9,2017,Week 9 of 2017
TN/2017/9/1114,Tamil Nadu,Kallakurichi,Fever,41,0,01-01-2017,07-01-2017,Closed,9,2017,Week 9 of 2017
TN/2017/9/1115,Tamil Nadu,Tiruvannamalai,Scrub Typhus,5,0,01-01-2017,07-01-2017,Closed,9,2017,Week 9 of 2017
TN/2017/9/1116,Tamil Nadu,Vellore,Acute Gastroenteritis,14,0,01-01-2017,07-01-2017,Closed,9,2017,Week 9 of 2017
TN/2017/10/1117,Tamil Nadu,Mayiladuthurai,Dengue,4,0,01-01-2017,07-01-2017,Under Surveillance,10,2017,Week 10 of 2017
TN/2017/10/1118,Tamil Nadu,Villupuram,Dengue,2,0,01-01-2017,07-01-2017,Closed,10,2017,Week 10 of 2017
TN/2017/10/1119,Tamil Nadu,Villupuram,Acute Gastroenteritis,12,0,01-01-2017,07-01-2017,Closed,10,2017,Week 10 of 2017
TN/2017/10/1120,Tamil Nadu,Villupuram,Fever,19,0,01-01-2017,07-01-2017,Under Control,10,2017,Week 10 of 2017
TN/2017/10/1121,Tamil Nadu,Karur,Dengue,9,0,01-01-2017,07-01-2017,Under Control,10,2017,Week 10 of 2017
TN/2017/10/1122,Tamil Nadu,Tenkasi,Dengue,5,0,01-01-2017,07-01-2017,Under Control,10,2017,Week 10 of 2017
TN/2017/10/1123,Tamil Nadu,Tenkasi,Scrub Typhus,1,0,01-01-2017,07-01-2017,Under Surveillance,10,2017,Week 10 of 2017
TN/2017/10/1124,Tamil Nadu,Tenkasi,Fever,25,0,01-01-2017,07-01-2017,Under Surveillance,10,2017,Week 10 of 2017
TN/2017/10/1125,Tamil Nadu,Tirunelveli,Dengue,5,0,01-01-2017,07-01-2017,Closed,10,2017,Week 10 of 2017
TN/2017/10/1126,Tamil Nadu,Krishnagiri,Dengue,2,0,01-01-2017,07-01-2017,Under Control,10,2017,Week 10 of 2017
TN/2017/10/1127,Tamil Nadu,Krishnagiri,Scrub Typhus,2,0,01-01-2017,07-01-2017,Under Surveillance,10,2017,Week 10 of 2017
TN/2017/10/1128,Tamil Nadu,Krishnagiri,Fever,18,0,01-01-2017,07-01-2017,Closed,10,2017,Week 10 of 2017
TN/2017/11/1129,Tamil Nadu,Madurai,Fever,14,0,01-01-2017,07-01-2017,Under Surveillance,11,2017,Week 11 of 2017
TN/2017/11/1130,Tamil Nadu,Tenkasi,Scrub Typhus,4,0,01-01-2017,07-01-2017,Closed,11,2017,Week 11 of 2017
TN/2017/11/1131,Tamil Nadu,Virudhunagar,Dengue,5,1,01-01-2017,07-01-2017,Under Control,11,2017,Week 11 of 2017
TN/2017/11/1132,Tamil Nadu,Virudhunagar,Scrub Typhus,6,0,01-01-2017,07-01-2017,Closed,11,2017,Week 11 of 2017
TN/2017/11/1133,Tamil Nadu,Krishnagiri,Scrub Typhus,5,1,01-01-2017,07-01-2017,Under Control,11,2017,Week 11 of 2017
TN/2017/11/1134,Tamil Nadu,Krishnagiri,Fever,15,0,01-01-2017,07-01-2017,Closed,11,2017,Week 11 of 2017
TN/2017/12/1135,Tamil Nadu,Mayiladuthurai,Dengue,5,0,01-01-2017,07-01-2017,Closed,12,2017,Week 12 of 2017
TN/2017/12/1136,Tamil Nadu,Virudhunagar,Scrub Typhus,3,0,01-01-2017,07-01-2017,Closed,12,2017,Week 12 of 2017
TN/2017/12/1137,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,7,0,01-01-2017,07-01-2017,Under Surveillance,12,2017,Week 12 of 2017
TN/2017/13/1138,Tamil Nadu,Tirupathur,Fever,25,0,01-01-2017,07-01-2017,Closed,13,2017,Week 13 of 2017
TN/2017/13/1139,Tamil Nadu,Tirunelveli,Dengue,4,0,01-01-2017,07-01-2017,Closed,13,2017,Week 13 of 2017
TN/2017/13/1140,Tamil Nadu,Tirunelveli,Acute Gastroenteritis,10,0,01-01-2017,07-01-2017,Closed,13,2017,Week 13 of 2017
TN/2017/13/1141,Tamil Nadu,Tirunelveli,Fever,29,0,01-01-2017,07-01-2017,Closed,13,2017,Week 13 of 2017
TN/2017/13/1142,Tamil Nadu,Madurai,Dengue,6,0,01-01-2017,07-01-2017,Closed,13,2017,Week 13 of 2017
TN/2017/13/1143,Tamil Nadu,Madurai,Fever,28,0,01-01-2017,07-01-2017,Under Surveillance,13,2017,Week 13 of 2017
TN/2017/13/1144,Tamil Nadu,Dindigul,Scrub Typhus,1,0,01-01-2017,07-01-2017,Under Surveillance,13,2017,Week 13 of 2017
TN/2017/13/1145,Tamil Nadu,Dindigul,Fever,19,0,01-01-2017,07-01-2017,Under Control,13,2017,Week 13 of 2017
TN/2017/13/1146,Tamil Nadu,Dharmapuri,Dengue,3,0,01-01-2017,07-01-2017,Closed,13,2017,Week 13 of 2017
TN/2017/13/1147,Tamil Nadu,Dharmapuri,Fever,26,0,01-01-2017,07-01-2017,Under Surveillance,13,2017,Week 13 of 2017
TN/2017/14/1148,Tamil Nadu,Vellore,Dengue,8,0,01-01-2017,07-01-2017,Under Control,14,2017,Week 14 of 2017
TN/2017/14/1149,Tamil Nadu,Vellore,Acute Gastroenteritis,11,0,01-01-2017,07-01-2017,Under Surveillance,14,2017,Week 14 of 2017
TN/2017/14/1150,Tamil Nadu,Kanniyakumari,Dengue,4,0,01-01-2017,07-01-2017,Under Surveillance,14,2017,Week 14 of 2017
TN/2017/14/1151,Tamil Nadu,Kanniyakumari,Scrub Typhus,4,0,01-01-2017,07-01-2017,Closed,14,2017,Week 14 of 2017
TN/2017/14/1152,Tamil Nadu,Kanniyakumari,Fever,13,0,01-01-2017,07-01-2017,Under Control,14,2017,Week 14 of 2017
TN/2017/14/1153,Tamil Nadu,Chennai,Dengue,6,0,01-01-2017,07-01-2017,Closed,14,2017,Week 14 of 2017
TN/2017/14/1154,Tamil Nadu,Chennai,Scrub Typhus,2,0,01-01-2017,07-01-2017,Under Control,14,2017,Week 14 of 2017
TN/2017/14/1155,Tamil Nadu,Chennai,Acute Gastroenteritis,18,0,01-01-2017,07-01-2017,Under Surveillance,14,2017,Week 14 of 2017
TN/2017/14/1156,Tamil Nadu,Chennai,Fever,22,0,01-01-2017,07-01-2017,Under Control,14,2017,Week 14 of 2017
TN/2017/15/1157,Tamil Nadu,Tiruvarur,Acute Gastroenteritis,4,0,01-01-2017,07-01-2017,Closed,15,2017,Week 15 of 2017
TN/2017/15/1158,Tamil Nadu,Chengalpattu,Scrub Typhus,2,0,01-01-2017,07-01-2017,Under Surveillance,15,2017,Week 15 of 2017
TN/2017/15/1159,Tamil Nadu,Chengalpattu,Acute Gastroenteritis,6,0,01-01-2017,07-01-2017,Closed,15,2017,Week 15 of 2017
TN/2017/15/1160,Tamil Nadu,Tirupathur,Dengue,4,0,01-01-2017,07-01-2017,Under Control,15,2017,Week 15 of 2017
TN/2017/15/1161,Tamil Nadu,Tirupathur,Acute Gastroenteritis,9,0,01-01-2017,07-01-2017,Under Control,15,2017,Week 15 of 2017
TN/2017/15/1162,Tamil Nadu,Dharmapuri,Scrub Typhus,3,0,01-01-2017,07-01-2017,Under Surveillance,15,2017,Week 15 of 2017
TN/2017/15/1163,Tamil Nadu,Virudhunagar,Scrub Typhus,4,0,01-01-2017,07-01-2017,Under Control,15,2017,Week 15 of 2017
TN/2017/15/1164,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,15,0,01-01-2017,07-01-2017,Under Control,15,2017,Week 15 of 2017
TN/2017/15/1165,Tamil Nadu,The Nilgiris,Acute Gastroenteritis,11,0,01-01-2017,07-01-2017,Under Control,15,2017,Week 15 of 2017
TN/2017/15/1166,Tamil Nadu,Mayiladuthurai,Scrub Typhus,1,0,01-01-2017,07-01-2017,Under Surveillance,15,2017,Week 15 of 2017
TN/2017/15/1167,Tamil Nadu,Mayiladuthurai,Fever,14,0,01-01-2017,07-01-2017,Under Surveillance,15,2017,Week 15 of 2017
TN/2017/16/1168,Tamil Nadu,Namakkal,Fever,17,0,01-01-2017,07-01-2017,Under Surveillance,16,2017,Week 16 of 2017
TN/2017/16/1169,Tamil Nadu,Vellore,Acute Gastroenteritis,14,0,01-01-2017,07-01-2017,Closed,16,2017,Week 16 of 2017
TN/2017/16/1170,Tamil Nadu,Tuticorin,Scrub Typhus,4,0,01-01-2017,07-01-2017,Closed,16,2017,Week 16 of 2017
TN/2017/16/1171,Tamil Nadu,Tuticorin,Fever,20,0,01-01-2017,07-01-2017,Under Control,16,2017,Week 16 of 2017
TN/2017/16/1172,Tamil Nadu,Sivaganga,Fever,20,0,01-01-2017,07-01-2017,Closed,16,2017,Week 16 of 2017
TN/2017/16/1173,Tamil Nadu,Pudukkottai,Scrub Typhus,3,0,01-01-2017,07-01-2017,Closed,16,2017,Week 16 of 2017
TN/2017/16/1174,Tamil Nadu,Tiruppur,Dengue,5,0,01-01-2017,07-01-2017,Closed,16,2017,Week 16 of 2017
TN/2017/16/1175,Tamil Nadu,Tiruppur,Scrub Typhus,3,0,01-01-2017,07-01-2017,Under Surveillance,16,2017,Week 16 of 2017
TN/2017/16/1176,Tamil Nadu,Madurai,Dengue,2,0,01-01-2017,07-01-2017,Under Surveillance,16,2017,Week 16 of 2017
TN/2017/16/1177,Tamil Nadu,Madurai,Fever,13,0,01-01-2017,07-01-2017,Closed,16,2017,Week 16 of 2017
TN/2017/16/1178,Tamil Nadu,Krishnagiri,Fever,10,0,01-01-2017,07-01-2017,Under Control,16,2017,Week 16 of 2017
TN/2017/17/1179,Tamil Nadu,Pudukkottai,Dengue,5,0,01-01-2017,07-01-2017,Under Surveillance,17,2017,Week 17 of 2017
TN/2017/17/1180,Tamil Nadu,Pudukkottai,Acute Gastroenteritis,11,0,01-01-2017,07-01-2017,Under Surveillance,17,2017,Week 17 of 2017
TN/2017/17/1181,Tamil Nadu,Pudukkottai,Fever,11,0,01-01-2017,07-01-2017,Under Control,17,2017,Week 17 of 2017
TN/2017/17/1182,Tamil Nadu,Ranipet,Acute Gastroenteritis,8,0,01-01-2017,07-01-2017,Under Control,17,2017,Week 17 of 2017
TN/2017/17/1183,Tamil Nadu,Ranipet,Fever,14,0,01-01-2017,07-01-2017,Closed,17,2017,Week 17 of 2017
TN/2017/17/1184,Tamil Nadu,Perambalur,Dengue,4,0,01-01-2017,07-01-2017,Closed,17,2017,Week 17 of 2017
TN/2017/17/1185,Tamil Nadu,Perambalur,Scrub Typhus,3,0,01-01-2017,07-01-2017,Closed,17,2017,Week 17 of 2017
TN/2017/17/1186,Tamil Nadu,Virudhunagar,Fever,11,0,01-01-2017,07-01-2017,Under Surveillance,17,2017,Week 17 of 2017
TN/2017/17/1187,Tamil Nadu,Tirunelveli,Scrub Typhus,8,0,01-01-2017,07-01-2017,Closed,17,2017,Week 17 of 2017
TN/2017/17/1188,Tamil Nadu,Tirunelveli,Fever,13,0,01-01-2017,07-01-2017,Under Surveillance,17,2017,Week 17 of 2017
TN/2017/17/1189,Tamil Nadu,Krishnagiri,Scrub Typhus,3,0,01-01-2017,07-01-2017,Under Control,17,2017,Week 17 of 2017
TN/2017/17/1190,Tamil Nadu,Coimbatore,Dengue,9,0,01-01-2017,07-01-2017,Under Control,17,2017,Week 17 of 2017
TN/2017/17/1191,Tamil Nadu,Coimbatore,Acute Gastroenteritis,12,0,01-01-2017,07-01-2017,Under Surveillance,17,2017,Week 17 of 2017
TN/2017/17/1192,Tamil Nadu,Coimbatore,Fever,7,0,01-01-2017,07-01-2017,Under Surveillance,17,2017,Week 17 of 2017
TN/2017/18/1193,Tamil Nadu,Sivaganga,Acute Gastroenteritis,8,0,01-01-2017,07-01-2017,Under Surveillance,18,2017,Week 18 of 2017
TN/2017/18/1194,Tamil Nadu,Sivaganga,Fever,12,0,01-01-2017,07-01-2017,Closed,18,2017,Week 18 of 2017
TN/2017/18/1195,Tamil Nadu,Villupuram,Acute Gastroenteritis,12,0,01-01-2017,07-01-2017,Under Control,18,2017,Week 18 of 2017
TN/2017/18/1196,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,13,0,01-01-2017,07-01-2017,Under Control,18,2017,Week 18 of 2017
TN/2017/18/1197,Tamil Nadu,The Nilgiris,Scrub Typhus,1,0,01-01-2017,07-01-2017,Closed,18,2017,Week 18 of 2017
