date,year,month,fortnight,district,state,aedes_larval_index,house_index,container_index,risk_level
2024-05-09,2024,5,1,Coimbatore,Tamil Nadu,4.31,3.21,1.73,Low
2024-05-23,2024,5,2,Coimbatore,Tamil Nadu,4.59,3.82,2.59,Low
2024-06-06,2024,6,1,Coimbatore,Tamil Nadu,18.32,15.2,10.54,High
2024-06-20,2024,6,2,Coimbatore,Tamil Nadu,14.17,11.7,9.08,Medium
2024-07-04,2024,7,1,Coimbatore,Tamil Nadu,10.33,6.63,6.21,Medium
2024-07-18,2024,7,2,Coimbatore,Tamil Nadu,14.8,12.18,6.67,Medium
2024-08-01,2024,8,1,Coimbatore,Tamil Nadu,25.01,21.69,15.63,High
2024-08-15,2024,8,1,Coimbatore,Tamil Nadu,36.13,29.9,20.92,High
2024-08-29,2024,8,2,Coimbatore,Tamil Nadu,20.15,17.46,11.56,High
2024-09-12,2024,9,1,Coimbatore,Tamil Nadu,18.03,11.66,9.78,High
2024-09-26,2024,9,2,Coimbatore,Tamil Nadu,16.75,11.41,7.72,High
2024-10-10,2024,10,1,Coimbatore,Tamil Nadu,17.45,11.73,8.11,High
2024-10-24,2024,10,2,Coimbatore,Tamil Nadu,35.35,30.84,19.52,High
2024-11-07,2024,11,1,Coimbatore,Tamil Nadu,43.11,26.86,26.25,High
2024-11-21,2024,11,2,Coimbatore,Tamil Nadu,30.88,26.14,18.46,High
2024-12-05,2024,12,1,Coimbatore,Tamil Nadu,24.32,16.58,14.78,High
2024-12-19,2024,12,2,Coimbatore,Tamil Nadu,20.27,17.87,11.98,High
2025-01-02,2025,1,1,Coimbatore,Tamil Nadu,3.75,2.55,1.71,Low
2025-01-16,2025,1,2,Coimbatore,Tamil Nadu,3.52,2.34,2.04,Low
2025-01-30,2025,1,2,Coimbatore,Tamil Nadu,2.82,2.25,1.82,Low
2025-02-13,2025,2,1,Coimbatore,Tamil Nadu,3.52,2.92,1.61,Low
2025-02-27,2025,2,2,Coimbatore,Tamil Nadu,2.51,2.03,1.28,Low
2025-03-13,2025,3,1,Coimbatore,Tamil Nadu,2.92,1.78,1.4,Low
2025-03-27,2025,3,2,Coimbatore,Tamil Nadu,3.12,2.69,1.48,Low
2025-04-10,2025,4,1,Coimbatore,Tamil Nadu,4.8,2.94,2.88,Low
2025-04-24,2025,4,2,Coimbatore,Tamil Nadu,6.57,5.71,4.38,Low
2025-05-08,2025,5,1,Coimbatore,Tamil Nadu,4.37,3.8,3.05,Low
2025-05-22,2025,5,2,Coimbatore,Tamil Nadu,5.97,5.1,2.83,Low
2025-06-05,2025,6,1,Coimbatore,Tamil Nadu,11.54,7.16,4.94,Medium
2025-06-19,2025,6,2,Coimbatore,Tamil Nadu,28.79,20.1,17.98,High
2025-07-03,2025,7,1,Coimbatore,Tamil Nadu,16.74,14.35,11.71,High
2025-07-17,2025,7,2,Coimbatore,Tamil Nadu,12.6,7.71,6.59,Medium
2025-07-31,2025,7,2,Coimbatore,Tamil Nadu,9.54,5.79,4.85,Medium
2025-08-14,2025,8,1,Coimbatore,Tamil Nadu,24.94,19.2,12.32,High
2025-08-28,2025,8,2,Coimbatore,Tamil Nadu,17.16,11.49,6.94,High
2025-09-11,2025,9,1,Coimbatore,Tamil Nadu,19.5,15.35,12.26,High
2025-09-25,2025,9,2,Coimbatore,Tamil Nadu,14.03,11.94,8.22,Medium
2025-10-09,2025,10,1,Coimbatore,Tamil Nadu,22.02,17.34,14.52,High
2025-10-23,2025,10,2,Coimbatore,Tamil Nadu,23.93,18.53,16.68,High
2025-11-06,2025,11,1,Coimbatore,Tamil Nadu,48.51,35.54,29.7,High
2025-11-20,2025,11,2,Coimbatore,Tamil Nadu,21.39,14.3,12.39,High
2025-12-04,2025,12,1,Coimbatore,Tamil Nadu,24.68,21.69,12.4,High
2025-12-18,2025,12,2,Coimbatore,Tamil Nadu,28.49,18.9,19.91,High
2015-01-01,2015,1,1,Cuddalore,Tamil Nadu,3.58,2.85,2.3,Low
2015-01-15,2015,1,1,Cuddalore,Tamil Nadu,3.26,2.54,1.36,Low
2015-01-29,2015,1,2,Cuddalore,Tamil Nadu,3.16,2.54,1.91,Low
2015-02-12,2015,2,1,Cuddalore,Tamil Nadu,3.08,2.72,1.39,Low
2015-02-26,2015,2,2,Cuddalore,Tamil Nadu,3.0,2.42,1.83,Low
2015-03-12,2015,3,1,Cuddalore,Tamil Nadu,3.18,2.17,1.42,Low
2015-03-26,2015,3,2,Cuddalore,Tamil Nadu,3.18,2.48,1.44,Low
2015-04-09,2015,4,1,Cuddalore,Tamil Nadu,4.33,3.19,2.6,Low
2015-04-23,2015,4,2,Cuddalore,Tamil Nadu,4.54,2.96,1.84,Low
2015-05-07,2015,5,1,Cuddalore,Tamil Nadu,4.97,3.89,3.03,Low
2015-05-21,2015,5,2,Cuddalore,Tamil Nadu,5.67,4.77,3.9,Low
2015-06-04,2015,6,1,Cuddalore,Tamil Nadu,13.72,10.24,7.14,Medium
2015-06-18,2015,6,2,Cuddalore,Tamil Nadu,8.04,6.21,3.88,Medium
2015-07-02,2015,7,1,Cuddalore,Tamil Nadu,11.36,8.8,6.56,Medium
2015-07-16,2015,7,2,Cuddalore,Tamil Nadu,8.83,5.44,3.62,Medium
2015-07-30,2015,7,2,Cuddalore,Tamil Nadu,8.68,5.43,5.05,Medium
2015-08-13,2015,8,1,Cuddalore,Tamil Nadu,22.16,19.17,13.25,High
2015-08-27,2015,8,2,Cuddalore,Tamil Nadu,13.9,11.94,9.26,Medium
2015-09-10,2015,9,1,Cuddalore,Tamil Nadu,17.16,14.09,8.34,High
2015-09-24,2015,9,2,Cuddalore,Tamil Nadu,18.07,16.25,7.39,High
2015-10-08,2015,10,1,Cuddalore,Tamil Nadu,23.9,18.8,16.54,High
2015-10-22,2015,10,2,Cuddalore,Tamil Nadu,27.05,23.11,11.33,High
2015-11-05,2015,11,1,Cuddalore,Tamil Nadu,22.51,13.96,15.59,High
2015-11-19,2015,11,2,Cuddalore,Tamil Nadu,31.95,27.34,21.77,High
2015-12-03,2015,12,1,Cuddalore,Tamil Nadu,45.04,32.23,18.98,High
2015-12-17,2015,12,2,Cuddalore,Tamil Nadu,47.75,31.94,25.82,High
2015-12-31,2015,12,2,Cuddalore,Tamil Nadu,49.0,30.88,22.06,High
2016-01-14,2016,1,1,Cuddalore,Tamil Nadu,2.58,2.3,1.62,Low
2016-01-28,2016,1,2,Cuddalore,Tamil Nadu,3.56,2.61,1.72,Low
2016-02-11,2016,2,1,Cuddalore,Tamil Nadu,3.41,2.38,1.67,Low
2016-02-25,2016,2,2,Cuddalore,Tamil Nadu,2.68,1.71,1.28,Low
2016-03-10,2016,3,1,Cuddalore,Tamil Nadu,2.83,2.27,1.19,Low
2016-03-24,2016,3,2,Cuddalore,Tamil Nadu,2.65,2.23,1.18,Low
2016-04-07,2016,4,1,Cuddalore,Tamil Nadu,3.75,3.22,1.67,Low
2016-04-21,2016,4,2,Cuddalore,Tamil Nadu,3.36,2.5,1.65,Low
2016-05-05,2016,5,1,Cuddalore,Tamil Nadu,4.1,3.45,1.81,Low
2016-05-19,2016,5,2,Cuddalore,Tamil Nadu,4.13,3.1,1.83,Low
2016-06-02,2016,6,1,Cuddalore,Tamil Nadu,15.05,10.27,8.22,High
2016-06-16,2016,6,2,Cuddalore,Tamil Nadu,8.99,6.63,4.42,Medium
2016-06-30,2016,6,2,Cuddalore,Tamil Nadu,9.92,6.12,5.21,Medium
2016-07-14,2016,7,1,Cuddalore,Tamil Nadu,13.76,11.25,7.87,Medium
2016-07-28,2016,7,2,Cuddalore,Tamil Nadu,9.55,7.96,6.29,Medium
2016-08-11,2016,8,1,Cuddalore,Tamil Nadu,15.42,11.74,10.05,High
2016-08-25,2016,8,2,Cuddalore,Tamil Nadu,14.99,12.99,7.67,Medium
2016-09-08,2016,9,1,Cuddalore,Tamil Nadu,17.27,12.9,10.75,High
2016-09-22,2016,9,2,Cuddalore,Tamil Nadu,23.96,17.85,15.61,High
2016-10-06,2016,10,1,Cuddalore,Tamil Nadu,21.13,18.13,11.03,High
2016-10-20,2016,10,2,Cuddalore,Tamil Nadu,27.67,20.37,17.4,High
2016-11-03,2016,11,1,Cuddalore,Tamil Nadu,19.71,12.99,13.51,High
2016-11-17,2016,11,2,Cuddalore,Tamil Nadu,20.09,15.48,11.53,High
2016-12-01,2016,12,1,Cuddalore,Tamil Nadu,21.65,17.18,10.15,High
2016-12-15,2016,12,1,Cuddalore,Tamil Nadu,19.43,13.83,11.63,High
2016-12-29,2016,12,2,Cuddalore,Tamil Nadu,25.76,19.87,11.74,High
2017-01-12,2017,1,1,Cuddalore,Tamil Nadu,3.01,2.0,1.37,Low
2017-01-26,2017,1,2,Cuddalore,Tamil Nadu,3.39,2.32,2.3,Low
2017-02-09,2017,2,1,Cuddalore,Tamil Nadu,5.09,3.93,2.25,Low
2017-02-23,2017,2,2,Cuddalore,Tamil Nadu,4.76,4.0,2.43,Low
2017-03-09,2017,3,1,Cuddalore,Tamil Nadu,2.51,1.93,1.64,Low
2017-03-23,2017,3,2,Cuddalore,Tamil Nadu,3.47,2.26,2.09,Low
2017-04-06,2017,4,1,Cuddalore,Tamil Nadu,3.74,2.49,2.48,Low
2017-04-20,2017,4,2,Cuddalore,Tamil Nadu,3.6,2.44,1.44,Low
2017-05-04,2017,5,1,Cuddalore,Tamil Nadu,4.59,3.85,2.7,Low
2017-05-18,2017,5,2,Cuddalore,Tamil Nadu,4.4,2.84,2.36,Low
2017-06-01,2017,6,1,Cuddalore,Tamil Nadu,7.82,4.91,4.27,Low
2017-06-15,2017,6,1,Cuddalore,Tamil Nadu,10.01,6.13,4.88,Medium
2017-06-29,2017,6,2,Cuddalore,Tamil Nadu,10.15,6.82,6.83,Medium
2017-07-13,2017,7,1,Cuddalore,Tamil Nadu,11.97,8.86,7.52,Medium
2017-07-27,2017,7,2,Cuddalore,Tamil Nadu,9.1,6.79,4.81,Medium
2017-08-10,2017,8,1,Cuddalore,Tamil Nadu,13.5,12.15,8.52,Medium
2017-08-24,2017,8,2,Cuddalore,Tamil Nadu,22.93,19.45,10.35,High
2017-09-07,2017,9,1,Cuddalore,Tamil Nadu,21.98,14.54,11.04,High
2017-09-21,2017,9,2,Cuddalore,Tamil Nadu,19.03,14.93,12.81,High
2017-10-05,2017,10,1,Cuddalore,Tamil Nadu,21.88,16.42,9.08,High
2017-10-19,2017,10,2,Cuddalore,Tamil Nadu,24.98,19.12,13.28,High
2017-11-02,2017,11,1,Cuddalore,Tamil Nadu,35.4,22.95,14.43,High
2017-11-16,2017,11,2,Cuddalore,Tamil Nadu,52.9,35.51,21.95,High
2017-11-30,2017,11,2,Cuddalore,Tamil Nadu,58.85,37.28,34.28,High
2017-12-14,2017,12,1,Cuddalore,Tamil Nadu,35.2,22.95,18.09,High
2017-12-28,2017,12,2,Cuddalore,Tamil Nadu,59.48,42.68,37.19,High
2018-01-11,2018,1,1,Cuddalore,Tamil Nadu,3.0,2.5,1.41,Low
2018-01-25,2018,1,2,Cuddalore,Tamil Nadu,4.06,3.13,2.76,Low
2018-02-08,2018,2,1,Cuddalore,Tamil Nadu,3.17,1.96,1.29,Low
2018-02-22,2018,2,2,Cuddalore,Tamil Nadu,3.39,2.57,2.14,Low
2018-03-08,2018,3,1,Cuddalore,Tamil Nadu,2.68,1.89,1.1,Low
2018-03-22,2018,3,2,Cuddalore,Tamil Nadu,3.55,2.84,2.41,Low
2018-04-05,2018,4,1,Cuddalore,Tamil Nadu,4.28,3.35,2.58,Low
2018-04-19,2018,4,2,Cuddalore,Tamil Nadu,3.71,3.17,2.54,Low
2018-05-03,2018,5,1,Cuddalore,Tamil Nadu,4.71,3.87,2.28,Low
2018-05-17,2018,5,2,Cuddalore,Tamil Nadu,3.98,3.54,1.6,Low
2018-05-31,2018,5,2,Cuddalore,Tamil Nadu,4.36,3.54,2.56,Low
2018-06-14,2018,6,1,Cuddalore,Tamil Nadu,9.57,6.64,4.8,Medium
2018-06-28,2018,6,2,Cuddalore,Tamil Nadu,9.42,6.9,4.51,Medium
2018-07-12,2018,7,1,Cuddalore,Tamil Nadu,9.03,7.68,6.15,Medium
2018-07-26,2018,7,2,Cuddalore,Tamil Nadu,8.11,5.77,5.5,Medium
2018-08-09,2018,8,1,Cuddalore,Tamil Nadu,11.7,7.34,5.25,Medium
2018-08-23,2018,8,2,Cuddalore,Tamil Nadu,16.29,10.51,11.25,High
2018-09-06,2018,9,1,Cuddalore,Tamil Nadu,15.09,11.32,7.15,High
2018-09-20,2018,9,2,Cuddalore,Tamil Nadu,26.19,20.91,16.38,High
2018-10-04,2018,10,1,Cuddalore,Tamil Nadu,31.15,24.09,20.91,High
2018-10-18,2018,10,2,Cuddalore,Tamil Nadu,33.07,27.35,13.78,High
2018-11-01,2018,11,1,Cuddalore,Tamil Nadu,39.24,26.04,23.51,High
2018-11-15,2018,11,1,Cuddalore,Tamil Nadu,33.03,23.81,21.98,High
2018-11-29,2018,11,2,Cuddalore,Tamil Nadu,44.99,39.27,22.23,High
2018-12-13,2018,12,1,Cuddalore,Tamil Nadu,58.13,39.62,26.58,High
2018-12-27,2018,12,2,Cuddalore,Tamil Nadu,27.81,19.54,14.71,High
2019-01-10,2019,1,1,Cuddalore,Tamil Nadu,4.68,2.98,2.9,Low
2019-01-24,2019,1,2,Cuddalore,Tamil Nadu,3.04,2.09,1.67,Low
2019-02-07,2019,2,1,Cuddalore,Tamil Nadu,2.76,2.15,1.46,Low
2019-02-21,2019,2,2,Cuddalore,Tamil Nadu,2.63,1.67,1.48,Low
2019-03-07,2019,3,1,Cuddalore,Tamil Nadu,3.48,2.45,2.16,Low
2019-03-21,2019,3,2,Cuddalore,Tamil Nadu,3.19,2.81,2.06,Low
2019-04-04,2019,4,1,Cuddalore,Tamil Nadu,4.11,3.28,2.75,Low
2019-04-18,2019,4,2,Cuddalore,Tamil Nadu,3.84,2.68,1.55,Low
2019-05-02,2019,5,1,Cuddalore,Tamil Nadu,4.52,3.8,1.95,Low
2019-05-16,2019,5,2,Cuddalore,Tamil Nadu,4.54,3.36,1.98,Low
2019-05-30,2019,5,2,Cuddalore,Tamil Nadu,5.27,3.5,2.21,Low
2019-06-13,2019,6,1,Cuddalore,Tamil Nadu,8.3,6.82,3.4,Medium
2019-06-27,2019,6,2,Cuddalore,Tamil Nadu,8.53,6.48,3.68,Medium
2019-07-11,2019,7,1,Cuddalore,Tamil Nadu,8.07,6.22,3.95,Medium
2019-07-25,2019,7,2,Cuddalore,Tamil Nadu,10.64,9.0,7.4,Medium
2019-08-08,2019,8,1,Cuddalore,Tamil Nadu,18.17,16.19,9.62,High
2019-08-22,2019,8,2,Cuddalore,Tamil Nadu,14.75,9.07,6.13,Medium
2019-09-05,2019,9,1,Cuddalore,Tamil Nadu,32.88,24.25,15.39,High
2019-09-19,2019,9,2,Cuddalore,Tamil Nadu,21.73,14.69,12.46,High
2019-10-03,2019,10,1,Cuddalore,Tamil Nadu,37.67,31.91,24.34,High
2019-10-17,2019,10,2,Cuddalore,Tamil Nadu,21.42,15.11,10.9,High
2019-10-31,2019,10,2,Cuddalore,Tamil Nadu,28.27,19.75,13.08,High
2019-11-14,2019,11,1,Cuddalore,Tamil Nadu,45.03,33.32,24.53,High
2019-11-28,2019,11,2,Cuddalore,Tamil Nadu,32.67,21.77,16.8,High
2019-12-12,2019,12,1,Cuddalore,Tamil Nadu,60.66,51.38,31.26,High
2019-12-26,2019,12,2,Cuddalore,Tamil Nadu,53.12,36.71,36.11,High
2020-01-09,2020,1,1,Cuddalore,Tamil Nadu,4.04,3.56,2.44,Low
2020-01-23,2020,1,2,Cuddalore,Tamil Nadu,4.17,2.54,2.26,Low
2020-02-06,2020,2,1,Cuddalore,Tamil Nadu,3.14,2.04,1.87,Low
2020-02-20,2020,2,2,Cuddalore,Tamil Nadu,3.57,2.74,2.19,Low
2020-03-05,2020,3,1,Cuddalore,Tamil Nadu,2.56,1.86,1.11,Low
2020-03-19,2020,3,2,Cuddalore,Tamil Nadu,3.14,2.77,1.88,Low
2020-04-02,2020,4,1,Cuddalore,Tamil Nadu,3.32,2.35,1.88,Low
2020-04-16,2020,4,2,Cuddalore,Tamil Nadu,3.85,3.27,2.48,Low
2020-04-30,2020,4,2,Cuddalore,Tamil Nadu,4.18,2.98,1.99,Low
2020-05-14,2020,5,1,Cuddalore,Tamil Nadu,3.58,2.53,1.88,Low
2020-05-28,2020,5,2,Cuddalore,Tamil Nadu,4.34,3.46,1.83,Low
2020-06-11,2020,6,1,Cuddalore,Tamil Nadu,8.65,5.66,3.87,Medium
2020-06-25,2020,6,2,Cuddalore,Tamil Nadu,9.66,5.92,5.08,Medium
2020-07-09,2020,7,1,Cuddalore,Tamil Nadu,8.01,6.92,4.54,Medium
2020-07-23,2020,7,2,Cuddalore,Tamil Nadu,8.86,6.65,5.49,Medium
2020-08-06,2020,8,1,Cuddalore,Tamil Nadu,18.14,12.08,12.08,High
2020-08-20,2020,8,2,Cuddalore,Tamil Nadu,20.18,17.66,11.92,High
2020-09-03,2020,9,1,Cuddalore,Tamil Nadu,14.27,10.29,8.93,Medium
2020-09-17,2020,9,2,Cuddalore,Tamil Nadu,16.7,13.41,8.83,High
2020-10-01,2020,10,1,Cuddalore,Tamil Nadu,25.98,22.01,11.53,High
2020-10-15,2020,10,1,Cuddalore,Tamil Nadu,44.6,33.99,29.14,High
2020-10-29,2020,10,2,Cuddalore,Tamil Nadu,34.54,24.65,23.3,High
2020-11-12,2020,11,1,Cuddalore,Tamil Nadu,28.28,24.13,15.42,High
2020-11-26,2020,11,2,Cuddalore,Tamil Nadu,25.13,17.4,14.37,High
2020-12-10,2020,12,1,Cuddalore,Tamil Nadu,50.22,30.72,24.19,High
2020-12-24,2020,12,2,Cuddalore,Tamil Nadu,43.34,38.72,29.89,High
2021-01-07,2021,1,1,Cuddalore,Tamil Nadu,7.53,6.16,3.79,Low
2021-01-21,2021,1,2,Cuddalore,Tamil Nadu,7.75,6.52,5.3,Low
2021-02-04,2021,2,1,Cuddalore,Tamil Nadu,8.42,7.03,4.04,Medium
2021-02-18,2021,2,2,Cuddalore,Tamil Nadu,3.59,2.18,2.09,Low
2021-03-04,2021,3,1,Cuddalore,Tamil Nadu,3.19,2.57,1.39,Low
2021-03-18,2021,3,2,Cuddalore,Tamil Nadu,9.06,5.93,5.32,Medium
2021-04-01,2021,4,1,Cuddalore,Tamil Nadu,3.57,2.47,2.01,Low
2021-04-15,2021,4,1,Cuddalore,Tamil Nadu,3.87,2.51,1.75,Low
2021-04-29,2021,4,2,Cuddalore,Tamil Nadu,3.94,3.26,2.64,Low
2021-05-13,2021,5,1,Cuddalore,Tamil Nadu,3.37,2.42,1.45,Low
2021-05-27,2021,5,2,Cuddalore,Tamil Nadu,3.28,2.62,1.9,Low
2021-06-10,2021,6,1,Cuddalore,Tamil Nadu,10.42,6.98,4.24,Medium
2021-06-24,2021,6,2,Cuddalore,Tamil Nadu,10.54,9.41,4.64,Medium
2021-07-08,2021,7,1,Cuddalore,Tamil Nadu,9.93,8.54,6.73,Medium
2021-07-22,2021,7,2,Cuddalore,Tamil Nadu,12.53,7.71,5.16,Medium
2021-08-05,2021,8,1,Cuddalore,Tamil Nadu,20.76,14.9,8.48,High
2021-08-19,2021,8,2,Cuddalore,Tamil Nadu,14.6,8.81,9.29,Medium
2021-09-02,2021,9,1,Cuddalore,Tamil Nadu,18.65,11.42,10.75,High
2021-09-16,2021,9,2,Cuddalore,Tamil Nadu,20.18,18.0,11.37,High
2021-09-30,2021,9,2,Cuddalore,Tamil Nadu,15.81,12.85,7.61,High
2021-10-14,2021,10,1,Cuddalore,Tamil Nadu,37.49,26.71,21.18,High
2021-10-28,2021,10,2,Cuddalore,Tamil Nadu,36.51,26.57,23.72,High
2021-11-11,2021,11,1,Cuddalore,Tamil Nadu,26.08,17.4,12.2,High
2021-11-25,2021,11,2,Cuddalore,Tamil Nadu,60.85,53.49,26.08,High
2021-12-09,2021,12,1,Cuddalore,Tamil Nadu,52.92,37.11,34.99,High
2021-12-23,2021,12,2,Cuddalore,Tamil Nadu,45.0,29.85,28.16,High
2022-01-06,2022,1,1,Cuddalore,Tamil Nadu,3.63,2.71,1.93,Low
2022-01-20,2022,1,2,Cuddalore,Tamil Nadu,4.84,3.48,2.71,Low
2022-02-03,2022,2,1,Cuddalore,Tamil Nadu,2.75,2.12,1.76,Low
2022-02-17,2022,2,2,Cuddalore,Tamil Nadu,3.5,2.26,1.56,Low
2022-03-03,2022,3,1,Cuddalore,Tamil Nadu,3.72,2.63,1.94,Low
2022-03-17,2022,3,2,Cuddalore,Tamil Nadu,3.22,1.99,1.32,Low
2022-03-31,2022,3,2,Cuddalore,Tamil Nadu,3.42,2.77,1.57,Low
2022-04-14,2022,4,1,Cuddalore,Tamil Nadu,4.25,2.88,2.83,Low
2022-04-28,2022,4,2,Cuddalore,Tamil Nadu,5.5,3.79,2.58,Low
2022-05-12,2022,5,1,Cuddalore,Tamil Nadu,3.96,2.66,2.38,Low
2022-05-26,2022,5,2,Cuddalore,Tamil Nadu,5.21,4.18,3.37,Low
2022-06-09,2022,6,1,Cuddalore,Tamil Nadu,12.11,7.83,7.52,Medium
2022-06-23,2022,6,2,Cuddalore,Tamil Nadu,10.61,8.5,5.11,Medium
2022-07-07,2022,7,1,Cuddalore,Tamil Nadu,8.69,7.8,3.88,Medium
2022-07-21,2022,7,2,Cuddalore,Tamil Nadu,12.37,11.05,7.89,Medium
2022-08-04,2022,8,1,Cuddalore,Tamil Nadu,14.03,10.85,9.26,Medium
2022-08-18,2022,8,2,Cuddalore,Tamil Nadu,19.12,14.15,11.2,High
2022-09-01,2022,9,1,Cuddalore,Tamil Nadu,14.9,10.85,7.44,Medium
2022-09-15,2022,9,1,Cuddalore,Tamil Nadu,28.57,24.43,13.16,High
2022-09-29,2022,9,2,Cuddalore,Tamil Nadu,21.4,17.26,13.85,High
2022-10-13,2022,10,1,Cuddalore,Tamil Nadu,21.44,17.88,8.68,High
2022-10-27,2022,10,2,Cuddalore,Tamil Nadu,29.94,18.32,19.97,High
2022-11-10,2022,11,1,Cuddalore,Tamil Nadu,41.19,28.35,19.07,High
2022-11-24,2022,11,2,Cuddalore,Tamil Nadu,59.73,40.37,39.4,High
2022-12-08,2022,12,1,Cuddalore,Tamil Nadu,45.42,28.97,31.51,High
2022-12-22,2022,12,2,Cuddalore,Tamil Nadu,32.82,28.03,16.32,High
2023-01-05,2023,1,1,Cuddalore,Tamil Nadu,5.73,4.46,3.33,Low
2023-01-19,2023,1,2,Cuddalore,Tamil Nadu,3.76,2.91,1.99,Low
2023-02-02,2023,2,1,Cuddalore,Tamil Nadu,2.95,2.45,1.38,Low
2023-02-16,2023,2,2,Cuddalore,Tamil Nadu,3.52,2.36,2.07,Low
2023-03-02,2023,3,1,Cuddalore,Tamil Nadu,3.9,2.6,1.63,Low
2023-03-16,2023,3,2,Cuddalore,Tamil Nadu,2.56,2.0,1.68,Low
2023-03-30,2023,3,2,Cuddalore,Tamil Nadu,2.45,2.01,1.23,Low
2023-04-13,2023,4,1,Cuddalore,Tamil Nadu,4.9,4.31,2.45,Low
2023-04-27,2023,4,2,Cuddalore,Tamil Nadu,3.94,2.38,1.67,Low
2023-05-11,2023,5,1,Cuddalore,Tamil Nadu,3.9,2.37,2.3,Low
2023-05-25,2023,5,2,Cuddalore,Tamil Nadu,6.42,4.91,2.9,Low
2023-06-08,2023,6,1,Cuddalore,Tamil Nadu,7.35,5.87,5.07,Low
2023-06-22,2023,6,2,Cuddalore,Tamil Nadu,7.65,6.63,4.38,Low
2023-07-06,2023,7,1,Cuddalore,Tamil Nadu,12.1,9.08,5.09,Medium
2023-07-20,2023,7,2,Cuddalore,Tamil Nadu,8.9,6.94,4.47,Medium
2023-08-03,2023,8,1,Cuddalore,Tamil Nadu,23.45,16.93,10.39,High
2023-08-17,2023,8,2,Cuddalore,Tamil Nadu,13.75,9.46,7.67,Medium
2023-08-31,2023,8,2,Cuddalore,Tamil Nadu,24.9,21.66,15.88,High
2023-09-14,2023,9,1,Cuddalore,Tamil Nadu,17.06,13.71,11.67,High
2023-09-28,2023,9,2,Cuddalore,Tamil Nadu,24.08,14.46,11.6,High
2023-10-12,2023,10,1,Cuddalore,Tamil Nadu,25.57,20.42,15.09,High
2023-10-26,2023,10,2,Cuddalore,Tamil Nadu,19.92,12.05,12.32,High
2023-11-09,2023,11,1,Cuddalore,Tamil Nadu,17.47,13.97,9.91,High
2023-11-23,2023,11,2,Cuddalore,Tamil Nadu,46.82,29.98,20.05,High
2023-12-07,2023,12,1,Cuddalore,Tamil Nadu,61.16,53.55,36.39,High
2023-12-21,2023,12,2,Cuddalore,Tamil Nadu,45.43,32.74,28.11,High
2024-01-04,2024,1,1,Cuddalore,Tamil Nadu,4.12,2.62,1.65,Low
2024-01-18,2024,1,2,Cuddalore,Tamil Nadu,3.8,2.69,1.81,Low
2024-02-01,2024,2,1,Cuddalore,Tamil Nadu,7.01,5.34,4.59,Low
2024-02-15,2024,2,1,Cuddalore,Tamil Nadu,3.56,2.74,1.97,Low
2024-02-29,2024,2,2,Cuddalore,Tamil Nadu,2.5,1.91,1.28,Low
2024-03-14,2024,3,1,Cuddalore,Tamil Nadu,3.13,2.24,1.48,Low
2024-03-28,2024,3,2,Cuddalore,Tamil Nadu,2.51,1.74,1.08,Low
2024-04-11,2024,4,1,Cuddalore,Tamil Nadu,3.48,3.12,1.86,Low
2024-04-25,2024,4,2,Cuddalore,Tamil Nadu,4.05,3.49,2.83,Low
2024-05-09,2024,5,1,Cuddalore,Tamil Nadu,4.13,3.48,2.06,Low
2024-05-23,2024,5,2,Cuddalore,Tamil Nadu,4.21,3.03,2.53,Low
2024-06-06,2024,6,1,Cuddalore,Tamil Nadu,12.84,8.92,5.65,Medium
2024-06-20,2024,6,2,Cuddalore,Tamil Nadu,11.4,7.28,6.54,Medium
2024-07-04,2024,7,1,Cuddalore,Tamil Nadu,14.8,11.99,9.27,Medium
2024-07-18,2024,7,2,Cuddalore,Tamil Nadu,13.08,9.81,8.1,Medium
2024-08-01,2024,8,1,Cuddalore,Tamil Nadu,17.51,11.49,7.14,High
2024-08-15,2024,8,1,Cuddalore,Tamil Nadu,12.16,8.91,7.12,Medium
2024-08-29,2024,8,2,Cuddalore,Tamil Nadu,35.11,23.13,15.37,High
2024-09-12,2024,9,1,Cuddalore,Tamil Nadu,16.67,10.54,9.06,High
2024-09-26,2024,9,2,Cuddalore,Tamil Nadu,18.6,14.18,7.92,High
2024-10-10,2024,10,1,Cuddalore,Tamil Nadu,18.14,11.46,10.44,High
2024-10-24,2024,10,2,Cuddalore,Tamil Nadu,30.41,20.38,17.98,High
2024-11-07,2024,11,1,Cuddalore,Tamil Nadu,47.7,29.21,26.21,High
2024-11-21,2024,11,2,Cuddalore,Tamil Nadu,36.96,24.97,18.2,High
2024-12-05,2024,12,1,Cuddalore,Tamil Nadu,51.39,44.68,33.04,High
2024-12-19,2024,12,2,Cuddalore,Tamil Nadu,55.8,45.7,28.43,High
2025-01-02,2025,1,1,Cuddalore,Tamil Nadu,7.73,5.72,3.53,Low
2025-01-16,2025,1,2,Cuddalore,Tamil Nadu,3.72,2.85,1.89,Low
2025-01-30,2025,1,2,Cuddalore,Tamil Nadu,3.58,2.17,1.77,Low
2025-02-13,2025,2,1,Cuddalore,Tamil Nadu,2.6,2.16,1.59,Low
2025-02-27,2025,2,2,Cuddalore,Tamil Nadu,2.89,2.32,1.5,Low
2025-03-13,2025,3,1,Cuddalore,Tamil Nadu,3.31,2.44,1.73,Low
2025-03-27,2025,3,2,Cuddalore,Tamil Nadu,5.91,3.99,2.58,Low
