week_start_date,year,month,week_number,district,state,paracetamol_strips_sold,ors_packets_sold,antipyretic_tablets_sold,antidiarrheal_tablets_sold,cough_cold_tablets_sold
2018-05-07,2018,5,19,Coimbatore,Tamil Nadu,3223,601,1046,416,600
2018-05-14,2018,5,20,Coimbatore,Tamil Nadu,2685,539,621,602,354
2018-05-21,2018,5,21,Coimbatore,Tamil Nadu,1534,471,773,641,625
2018-05-28,2018,5,22,Coimbatore,Tamil Nadu,2923,795,683,215,338
2018-06-04,2018,6,23,Coimbatore,Tamil Nadu,1598,2132,777,876,408
2018-06-11,2018,6,24,Coimbatore,Tamil Nadu,1402,1908,577,887,758
2018-06-18,2018,6,25,Coimbatore,Tamil Nadu,1888,1423,558,786,528
2018-06-25,2018,6,26,Coimbatore,Tamil Nadu,1158,1106,646,984,347
2018-07-02,2018,7,27,Coimbatore,Tamil Nadu,1778,1369,591,1349,444
2018-07-09,2018,7,28,Coimbatore,Tamil Nadu,971,1529,475,1396,584
2018-07-16,2018,7,29,Coimbatore,Tamil Nadu,1588,1473,457,644,346
2018-07-23,2018,7,30,Coimbatore,Tamil Nadu,1133,1064,867,1171,525
2018-07-30,2018,7,31,Coimbatore,Tamil Nadu,1298,1104,463,1142,532
2018-08-06,2018,8,32,Coimbatore,Tamil Nadu,1930,344,1041,448,568
2018-08-13,2018,8,33,Coimbatore,Tamil Nadu,1300,449,580,523,467
2018-08-20,2018,8,34,Coimbatore,Tamil Nadu,2051,824,669,572,758
2018-08-27,2018,8,35,Coimbatore,Tamil Nadu,1707,304,895,356,454
2018-09-03,2018,9,36,Coimbatore,Tamil Nadu,1325,686,455,294,807
2018-09-10,2018,9,37,Coimbatore,Tamil Nadu,1919,701,934,494,481
2018-09-17,2018,9,38,Coimbatore,Tamil Nadu,1626,586,921,625,654
2018-09-24,2018,9,39,Coimbatore,Tamil Nadu,1394,371,767,442,739
2018-10-01,2018,10,40,Coimbatore,Tamil Nadu,3604,394,1139,554,692
2018-10-08,2018,10,41,Coimbatore,Tamil Nadu,2471,564,2072,494,591
2018-10-15,2018,10,42,Coimbatore,Tamil Nadu,2910,425,1286,316,490
2018-10-22,2018,10,43,Coimbatore,Tamil Nadu,2555,387,1134,351,530
2018-10-29,2018,10,44,Coimbatore,Tamil Nadu,3171,366,1739,447,510
2018-11-05,2018,11,45,Coimbatore,Tamil Nadu,2513,374,1144,519,424
2018-11-12,2018,11,46,Coimbatore,Tamil Nadu,3513,299,1968,634,455
2018-11-19,2018,11,47,Coimbatore,Tamil Nadu,2854,467,1749,210,500
2018-11-26,2018,11,48,Coimbatore,Tamil Nadu,2720,521,1295,583,590
2018-12-03,2018,12,49,Coimbatore,Tamil Nadu,1876,658,1050,358,1159
2018-12-10,2018,12,50,Coimbatore,Tamil Nadu,3410,421,2452,464,1088
2018-12-17,2018,12,51,Coimbatore,Tamil Nadu,3518,863,1878,516,1533
2018-12-24,2018,12,52,Coimbatore,Tamil Nadu,1975,540,1300,547,1697
2018-12-31,2018,12,1,Coimbatore,Tamil Nadu,3633,438,1742,194,974
2019-01-07,2019,1,2,Coimbatore,Tamil Nadu,1472,539,837,442,1497
2019-01-14,2019,1,3,Coimbatore,Tamil Nadu,1874,530,662,219,1570
2019-01-21,2019,1,4,Coimbatore,Tamil Nadu,1262,444,711,235,1400
2019-01-28,2019,1,5,Coimbatore,Tamil Nadu,1252,319,576,439,916
2019-02-04,2019,2,6,Coimbatore,Tamil Nadu,986,358,476,544,1412
2019-02-11,2019,2,7,Coimbatore,Tamil Nadu,949,333,419,393,1589
2019-02-18,2019,2,8,Coimbatore,Tamil Nadu,838,369,885,516,587
2019-02-25,2019,2,9,Coimbatore,Tamil Nadu,1140,472,817,229,1788
2019-03-04,2019,3,10,Coimbatore,Tamil Nadu,1458,449,1008,487,340
2019-03-11,2019,3,11,Coimbatore,Tamil Nadu,1175,515,794,481,708
2019-03-18,2019,3,12,Coimbatore,Tamil Nadu,2053,369,998,595,739
2019-03-25,2019,3,13,Coimbatore,Tamil Nadu,1807,400,569,452,411
2019-04-01,2019,4,14,Coimbatore,Tamil Nadu,1437,331,1416,458,524
2019-04-08,2019,4,15,Coimbatore,Tamil Nadu,1506,359,1573,360,761
2019-04-15,2019,4,16,Coimbatore,Tamil Nadu,2544,742,655,404,428
2019-04-22,2019,4,17,Coimbatore,Tamil Nadu,2565,727,766,571,510
2019-04-29,2019,4,18,Coimbatore,Tamil Nadu,2041,474,784,530,810
2019-05-06,2019,5,19,Coimbatore,Tamil Nadu,2749,479,1217,198,314
2019-05-13,2019,5,20,Coimbatore,Tamil Nadu,1728,630,846,561,689
2019-05-20,2019,5,21,Coimbatore,Tamil Nadu,1953,456,904,429,439
2019-05-27,2019,5,22,Coimbatore,Tamil Nadu,2618,553,715,433,605
2019-06-03,2019,6,23,Coimbatore,Tamil Nadu,2146,2020,772,1196,713
2019-06-10,2019,6,24,Coimbatore,Tamil Nadu,1413,1789,737,568,836
2019-06-17,2019,6,25,Coimbatore,Tamil Nadu,1313,1486,709,953,415
2019-06-24,2019,6,26,Coimbatore,Tamil Nadu,893,1396,859,1156,356
2019-07-01,2019,7,27,Coimbatore,Tamil Nadu,907,1434,456,796,761
2019-07-08,2019,7,28,Coimbatore,Tamil Nadu,1847,1112,472,506,749
2019-07-15,2019,7,29,Coimbatore,Tamil Nadu,1183,2090,756,563,384
2019-07-22,2019,7,30,Coimbatore,Tamil Nadu,1547,1673,624,784,265
2019-07-29,2019,7,31,Coimbatore,Tamil Nadu,1768,863,553,668,535
2019-08-05,2019,8,32,Coimbatore,Tamil Nadu,1323,398,967,443,330
2019-08-12,2019,8,33,Coimbatore,Tamil Nadu,1031,689,419,548,331
2019-08-19,2019,8,34,Coimbatore,Tamil Nadu,1103,660,625,355,430
2019-08-26,2019,8,35,Coimbatore,Tamil Nadu,1096,358,677,505,724
2019-09-02,2019,9,36,Coimbatore,Tamil Nadu,1999,606,1009,558,546
2019-09-09,2019,9,37,Coimbatore,Tamil Nadu,1749,811,846,563,787
2019-09-16,2019,9,38,Coimbatore,Tamil Nadu,1766,438,810,192,529
2019-09-23,2019,9,39,Coimbatore,Tamil Nadu,1652,442,637,375,332
2019-09-30,2019,9,40,Coimbatore,Tamil Nadu,1217,333,727,421,477
2019-10-07,2019,10,41,Coimbatore,Tamil Nadu,2601,505,1291,250,588
2019-10-14,2019,10,42,Coimbatore,Tamil Nadu,4020,783,2002,582,863
2019-10-21,2019,10,43,Coimbatore,Tamil Nadu,3334,728,1759,461,810
2019-10-28,2019,10,44,Coimbatore,Tamil Nadu,2127,394,1218,226,847
2019-11-04,2019,11,45,Coimbatore,Tamil Nadu,2095,709,1601,423,795
2019-11-11,2019,11,46,Coimbatore,Tamil Nadu,3373,560,1793,484,844
2019-11-18,2019,11,47,Coimbatore,Tamil Nadu,3991,799,1100,299,513
2019-11-25,2019,11,48,Coimbatore,Tamil Nadu,4516,748,1857,354,817
2019-12-02,2019,12,49,Coimbatore,Tamil Nadu,4607,368,1247,388,1211
2019-12-09,2019,12,50,Coimbatore,Tamil Nadu,3733,287,1723,268,1090
2019-12-16,2019,12,51,Coimbatore,Tamil Nadu,1741,446,1632,629,1482
2019-12-23,2019,12,52,Coimbatore,Tamil Nadu,4008,409,1627,345,1405
2019-12-30,2019,12,1,Coimbatore,Tamil Nadu,4138,763,1546,631,650
2020-01-06,2020,1,2,Coimbatore,Tamil Nadu,1176,802,438,378,1412
2020-01-13,2020,1,3,Coimbatore,Tamil Nadu,1535,402,405,340,1213
2020-01-20,2020,1,4,Coimbatore,Tamil Nadu,1786,737,939,203,1484
2020-01-27,2020,1,5,Coimbatore,Tamil Nadu,1363,433,713,381,641
2020-02-03,2020,2,6,Coimbatore,Tamil Nadu,907,658,932,288,1232
2020-02-10,2020,2,7,Coimbatore,Tamil Nadu,1862,660,637,444,875
2020-02-17,2020,2,8,Coimbatore,Tamil Nadu,982,682,926,270,1167
2020-02-24,2020,2,9,Coimbatore,Tamil Nadu,1230,820,489,396,996
2020-03-02,2020,3,10,Coimbatore,Tamil Nadu,1961,673,722,444,758
2020-03-09,2020,3,11,Coimbatore,Tamil Nadu,1968,341,691,402,532
2020-03-16,2020,3,12,Coimbatore,Tamil Nadu,1766,531,1001,377,648
2020-03-23,2020,3,13,Coimbatore,Tamil Nadu,1349,503,911,539,601
2020-03-30,2020,3,14,Coimbatore,Tamil Nadu,1724,346,803,591,496
2020-04-06,2020,4,15,Coimbatore,Tamil Nadu,2673,326,1178,233,629
2020-04-13,2020,4,16,Coimbatore,Tamil Nadu,2493,555,1142,270,486
2020-04-20,2020,4,17,Coimbatore,Tamil Nadu,2345,684,997,402,345
2020-04-27,2020,4,18,Coimbatore,Tamil Nadu,2365,769,1563,378,499
2020-05-04,2020,5,19,Coimbatore,Tamil Nadu,2013,552,919,313,486
2020-05-11,2020,5,20,Coimbatore,Tamil Nadu,1854,417,771,298,415
2020-05-18,2020,5,21,Coimbatore,Tamil Nadu,1400,775,698,554,884
2020-05-25,2020,5,22,Coimbatore,Tamil Nadu,1993,749,1434,395,329
2020-06-01,2020,6,23,Coimbatore,Tamil Nadu,1881,1189,383,1307,570
2020-06-08,2020,6,24,Coimbatore,Tamil Nadu,2166,920,597,1220,548
2020-06-15,2020,6,25,Coimbatore,Tamil Nadu,1052,1712,520,1177,383
2020-06-22,2020,6,26,Coimbatore,Tamil Nadu,1125,1116,735,535,794
2020-06-29,2020,6,27,Coimbatore,Tamil Nadu,1085,767,605,1256,941
2020-07-06,2020,7,28,Coimbatore,Tamil Nadu,1416,965,518,641,381
2020-07-13,2020,7,29,Coimbatore,Tamil Nadu,1085,1255,803,1314,525
2020-07-20,2020,7,30,Coimbatore,Tamil Nadu,1762,2082,633,677,876
2020-07-27,2020,7,31,Coimbatore,Tamil Nadu,1540,1643,842,923,631
2020-08-03,2020,8,32,Coimbatore,Tamil Nadu,1910,400,461,359,710
2020-08-10,2020,8,33,Coimbatore,Tamil Nadu,1926,530,604,320,742
2020-08-17,2020,8,34,Coimbatore,Tamil Nadu,1158,476,434,461,674
2020-08-24,2020,8,35,Coimbatore,Tamil Nadu,1567,344,541,320,769
2020-08-31,2020,8,36,Coimbatore,Tamil Nadu,1806,378,627,492,359
2020-09-07,2020,9,37,Coimbatore,Tamil Nadu,1113,802,602,375,551
2020-09-14,2020,9,38,Coimbatore,Tamil Nadu,1348,648,881,310,655
2020-09-21,2020,9,39,Coimbatore,Tamil Nadu,1219,702,553,226,685
2020-09-28,2020,9,40,Coimbatore,Tamil Nadu,1922,334,940,461,573
2020-10-05,2020,10,41,Coimbatore,Tamil Nadu,3152,587,1778,573,328
2020-10-12,2020,10,42,Coimbatore,Tamil Nadu,2278,388,2286,434,538
2020-10-19,2020,10,43,Coimbatore,Tamil Nadu,3692,300,1363,233,859
2020-10-26,2020,10,44,Coimbatore,Tamil Nadu,2812,282,808,362,878
2020-11-02,2020,11,45,Coimbatore,Tamil Nadu,1786,405,1372,415,521
2020-11-09,2020,11,46,Coimbatore,Tamil Nadu,2019,447,1200,528,742
2020-11-16,2020,11,47,Coimbatore,Tamil Nadu,4424,591,977,411,900
2020-11-23,2020,11,48,Coimbatore,Tamil Nadu,2603,644,1891,403,587
2020-11-30,2020,11,49,Coimbatore,Tamil Nadu,2536,644,1679,480,673
2020-12-07,2020,12,50,Coimbatore,Tamil Nadu,1892,710,2187,532,773
2020-12-14,2020,12,51,Coimbatore,Tamil Nadu,3072,426,1083,235,1324
2020-12-21,2020,12,52,Coimbatore,Tamil Nadu,3004,694,1949,220,1776
2020-12-28,2020,12,53,Coimbatore,Tamil Nadu,2775,608,1489,338,1609
2021-01-04,2021,1,1,Coimbatore,Tamil Nadu,2089,634,942,288,1348
2021-01-11,2021,1,2,Coimbatore,Tamil Nadu,1753,683,705,267,821
2021-01-18,2021,1,3,Coimbatore,Tamil Nadu,1242,424,656,396,1398
2021-01-25,2021,1,4,Coimbatore,Tamil Nadu,928,322,633,410,843
2021-02-01,2021,2,5,Coimbatore,Tamil Nadu,1425,503,664,447,1318
2021-02-08,2021,2,6,Coimbatore,Tamil Nadu,1883,335,465,492,916
2021-02-15,2021,2,7,Coimbatore,Tamil Nadu,1459,677,847,555,1431
2021-02-22,2021,2,8,Coimbatore,Tamil Nadu,1650,689,432,427,1653
2021-03-01,2021,3,9,Coimbatore,Tamil Nadu,1955,561,563,539,309
2021-03-08,2021,3,10,Coimbatore,Tamil Nadu,1600,641,752,387,809
2021-03-15,2021,3,11,Coimbatore,Tamil Nadu,873,405,751,455,661
2021-03-22,2021,3,12,Coimbatore,Tamil Nadu,1349,466,579,233,405
2021-03-29,2021,3,13,Coimbatore,Tamil Nadu,2074,454,576,239,415
2021-04-05,2021,4,14,Coimbatore,Tamil Nadu,3033,655,802,373,812
2021-04-12,2021,4,15,Coimbatore,Tamil Nadu,2856,454,920,289,432
2021-04-19,2021,4,16,Coimbatore,Tamil Nadu,2906,733,547,521,775
2021-04-26,2021,4,17,Coimbatore,Tamil Nadu,2185,760,773,443,756
2021-05-03,2021,5,18,Coimbatore,Tamil Nadu,1640,432,745,463,759
2021-05-10,2021,5,19,Coimbatore,Tamil Nadu,2202,352,1512,391,523
2021-05-17,2021,5,20,Coimbatore,Tamil Nadu,2667,600,982,395,636
2021-05-24,2021,5,21,Coimbatore,Tamil Nadu,2230,444,1017,441,373
2021-05-31,2021,5,22,Coimbatore,Tamil Nadu,1994,340,970,561,760
2021-06-07,2021,6,23,Coimbatore,Tamil Nadu,1893,1437,718,1126,311
2021-06-14,2021,6,24,Coimbatore,Tamil Nadu,2050,1198,1081,1020,848
2021-06-21,2021,6,25,Coimbatore,Tamil Nadu,1330,1264,765,1287,714
2021-06-28,2021,6,26,Coimbatore,Tamil Nadu,1613,956,459,1299,479
2021-07-05,2021,7,27,Coimbatore,Tamil Nadu,1672,1244,862,523,363
2021-07-12,2021,7,28,Coimbatore,Tamil Nadu,843,730,621,897,934
2021-07-19,2021,7,29,Coimbatore,Tamil Nadu,2088,2003,1006,713,567
2021-07-26,2021,7,30,Coimbatore,Tamil Nadu,1252,1692,579,1054,724
2021-08-02,2021,8,31,Coimbatore,Tamil Nadu,1168,654,561,456,612
2021-08-09,2021,8,32,Coimbatore,Tamil Nadu,1003,363,527,397,355
2021-08-16,2021,8,33,Coimbatore,Tamil Nadu,1494,599,939,252,508
2021-08-23,2021,8,34,Coimbatore,Tamil Nadu,1367,724,986,219,667
2021-08-30,2021,8,35,Coimbatore,Tamil Nadu,1208,509,766,393,302
2021-09-06,2021,9,36,Coimbatore,Tamil Nadu,1657,587,404,568,718
2021-09-13,2021,9,37,Coimbatore,Tamil Nadu,1070,522,655,588,793
2021-09-20,2021,9,38,Coimbatore,Tamil Nadu,1338,325,871,459,328
2021-09-27,2021,9,39,Coimbatore,Tamil Nadu,1400,308,393,364,299
2021-10-04,2021,10,40,Coimbatore,Tamil Nadu,3440,611,2301,406,747
2021-10-11,2021,10,41,Coimbatore,Tamil Nadu,3300,754,1215,550,831
2021-10-18,2021,10,42,Coimbatore,Tamil Nadu,2031,345,1184,324,755
2021-10-25,2021,10,43,Coimbatore,Tamil Nadu,3631,413,1734,340,560
2021-11-01,2021,11,44,Coimbatore,Tamil Nadu,4126,703,1206,507,424
2021-11-08,2021,11,45,Coimbatore,Tamil Nadu,2709,494,1968,253,760
2021-11-15,2021,11,46,Coimbatore,Tamil Nadu,2560,633,1248,530,501
2021-11-22,2021,11,47,Coimbatore,Tamil Nadu,4128,446,948,309,899
2021-11-29,2021,11,48,Coimbatore,Tamil Nadu,4516,545,968,446,685
2021-12-06,2021,12,49,Coimbatore,Tamil Nadu,1844,826,1954,633,1248
2021-12-13,2021,12,50,Coimbatore,Tamil Nadu,3668,393,1662,381,1051
2021-12-20,2021,12,51,Coimbatore,Tamil Nadu,2831,732,1100,390,1803
2021-12-27,2021,12,52,Coimbatore,Tamil Nadu,4117,658,2065,543,833
2022-01-03,2022,1,1,Coimbatore,Tamil Nadu,1641,328,827,364,1734
2022-01-10,2022,1,2,Coimbatore,Tamil Nadu,1179,422,786,538,930
2022-01-17,2022,1,3,Coimbatore,Tamil Nadu,1316,666,489,284,848
2022-01-24,2022,1,4,Coimbatore,Tamil Nadu,1129,712,815,603,1458
2022-01-31,2022,1,5,Coimbatore,Tamil Nadu,1937,716,818,464,1119
2022-02-07,2022,2,6,Coimbatore,Tamil Nadu,1355,500,742,548,1821
2022-02-14,2022,2,7,Coimbatore,Tamil Nadu,1786,428,606,404,721
2022-02-21,2022,2,8,Coimbatore,Tamil Nadu,932,474,447,259,1822
2022-02-28,2022,2,9,Coimbatore,Tamil Nadu,1937,427,854,254,1703
2022-03-07,2022,3,10,Coimbatore,Tamil Nadu,1823,858,554,416,602
2022-03-14,2022,3,11,Coimbatore,Tamil Nadu,1124,313,973,260,959
2022-03-21,2022,3,12,Coimbatore,Tamil Nadu,1420,561,576,221,362
2022-03-28,2022,3,13,Coimbatore,Tamil Nadu,1800,489,952,345,909
2022-04-04,2022,4,14,Coimbatore,Tamil Nadu,2619,359,1409,501,954
2022-04-11,2022,4,15,Coimbatore,Tamil Nadu,1293,451,1128,470,724
2022-04-18,2022,4,16,Coimbatore,Tamil Nadu,2602,434,1551,510,512
2022-04-25,2022,4,17,Coimbatore,Tamil Nadu,1717,796,1274,218,297
2022-05-02,2022,5,18,Coimbatore,Tamil Nadu,2655,771,1048,438,611
2022-05-09,2022,5,19,Coimbatore,Tamil Nadu,2250,656,1532,338,866
2022-05-16,2022,5,20,Coimbatore,Tamil Nadu,1324,410,1221,259,493
2022-05-23,2022,5,21,Coimbatore,Tamil Nadu,2354,435,751,303,380
2022-05-30,2022,5,22,Coimbatore,Tamil Nadu,2866,452,1077,602,466
2022-06-06,2022,6,23,Coimbatore,Tamil Nadu,1175,841,437,608,484
2022-06-13,2022,6,24,Coimbatore,Tamil Nadu,1275,1187,726,1170,404
2022-06-20,2022,6,25,Coimbatore,Tamil Nadu,1431,780,863,1069,363
2022-06-27,2022,6,26,Coimbatore,Tamil Nadu,1065,1065,910,1283,526
2022-07-04,2022,7,27,Coimbatore,Tamil Nadu,858,1178,467,1041,715
2022-07-11,2022,7,28,Coimbatore,Tamil Nadu,1664,867,903,1394,728
2022-07-18,2022,7,29,Coimbatore,Tamil Nadu,1883,1140,656,1027,456
2022-07-25,2022,7,30,Coimbatore,Tamil Nadu,1584,1883,685,736,576
2022-08-01,2022,8,31,Coimbatore,Tamil Nadu,1066,590,568,408,578
2022-08-08,2022,8,32,Coimbatore,Tamil Nadu,1413,533,859,599,497
2022-08-15,2022,8,33,Coimbatore,Tamil Nadu,973,567,587,269,449
2022-08-22,2022,8,34,Coimbatore,Tamil Nadu,1716,573,650,237,679
2022-08-29,2022,8,35,Coimbatore,Tamil Nadu,1126,601,601,435,795
2022-09-05,2022,9,36,Coimbatore,Tamil Nadu,875,706,426,277,801
2022-09-12,2022,9,37,Coimbatore,Tamil Nadu,795,321,508,631,920
2022-09-19,2022,9,38,Coimbatore,Tamil Nadu,1950,310,638,225,450
2022-09-26,2022,9,39,Coimbatore,Tamil Nadu,1894,515,529,333,332
2022-10-03,2022,10,40,Coimbatore,Tamil Nadu,2409,681,1132,537,589
2022-10-10,2022,10,41,Coimbatore,Tamil Nadu,2708,505,1684,317,773
2022-10-17,2022,10,42,Coimbatore,Tamil Nadu,3509,407,1712,414,442
2022-10-24,2022,10,43,Coimbatore,Tamil Nadu,2763,752,1832,452,320
2022-10-31,2022,10,44,Coimbatore,Tamil Nadu,2114,710,1506,572,440
2022-11-07,2022,11,45,Coimbatore,Tamil Nadu,2633,411,1348,312,673
2022-11-14,2022,11,46,Coimbatore,Tamil Nadu,2019,698,1308,280,720
2022-11-21,2022,11,47,Coimbatore,Tamil Nadu,3831,568,1060,563,899
2022-11-28,2022,11,48,Coimbatore,Tamil Nadu,3210,408,1048,372,309
2022-12-05,2022,12,49,Coimbatore,Tamil Nadu,3134,733,1748,250,854
2022-12-12,2022,12,50,Coimbatore,Tamil Nadu,3753,546,1119,342,1969
2022-12-19,2022,12,51,Coimbatore,Tamil Nadu,3376,489,1477,269,937
2022-12-26,2022,12,52,Coimbatore,Tamil Nadu,3396,530,1915,327,1323
2023-01-02,2023,1,1,Coimbatore,Tamil Nadu,1104,565,562,241,1296
2023-01-09,2023,1,2,Coimbatore,Tamil Nadu,970,536,678,502,1662
2023-01-16,2023,1,3,Coimbatore,Tamil Nadu,1078,348,461,246,841
2023-01-23,2023,1,4,Coimbatore,Tamil Nadu,1719,436,637,259,1003
2023-01-30,2023,1,5,Coimbatore,Tamil Nadu,1317,710,950,472,1076
2023-02-06,2023,2,6,Coimbatore,Tamil Nadu,1652,334,821,440,992
2023-02-13,2023,2,7,Coimbatore,Tamil Nadu,1175,476,634,539,759
2023-02-20,2023,2,8,Coimbatore,Tamil Nadu,1575,371,469,573,923
2023-02-27,2023,2,9,Coimbatore,Tamil Nadu,1562,657,438,378,1864
2023-03-06,2023,3,10,Coimbatore,Tamil Nadu,1284,653,615,375,726
2023-03-13,2023,3,11,Coimbatore,Tamil Nadu,1723,586,889,510,437
2023-03-20,2023,3,12,Coimbatore,Tamil Nadu,1771,466,430,435,494
2023-03-27,2023,3,13,Coimbatore,Tamil Nadu,1089,330,1097,326,699
2023-04-03,2023,4,14,Coimbatore,Tamil Nadu,1700,670,782,472,357
2023-04-10,2023,4,15,Coimbatore,Tamil Nadu,2004,791,1388,346,637
2023-04-17,2023,4,16,Coimbatore,Tamil Nadu,1530,803,616,203,343
2023-04-24,2023,4,17,Coimbatore,Tamil Nadu,1423,298,1443,380,746
2023-05-01,2023,5,18,Coimbatore,Tamil Nadu,2424,639,1336,352,603
2023-05-08,2023,5,19,Coimbatore,Tamil Nadu,1389,743,1064,219,370
2023-05-15,2023,5,20,Coimbatore,Tamil Nadu,2554,388,956,595,753
2023-05-22,2023,5,21,Coimbatore,Tamil Nadu,2115,423,637,224,630
2023-05-29,2023,5,22,Coimbatore,Tamil Nadu,2333,494,1514,230,568
2023-06-05,2023,6,23,Coimbatore,Tamil Nadu,1494,1351,921,755,417
2023-06-12,2023,6,24,Coimbatore,Tamil Nadu,1192,800,957,810,427
2023-06-19,2023,6,25,Coimbatore,Tamil Nadu,1674,1145,597,1544,839
2023-06-26,2023,6,26,Coimbatore,Tamil Nadu,1379,1397,481,1360,739
2023-07-03,2023,7,27,Coimbatore,Tamil Nadu,907,1346,915,476,750
2023-07-10,2023,7,28,Coimbatore,Tamil Nadu,1760,977,429,1319,809
2023-07-17,2023,7,29,Coimbatore,Tamil Nadu,2139,1132,932,1447,547
2023-07-24,2023,7,30,Coimbatore,Tamil Nadu,1912,840,893,1067,763
2023-07-31,2023,7,31,Coimbatore,Tamil Nadu,1673,1150,597,988,694
2023-08-07,2023,8,32,Coimbatore,Tamil Nadu,908,860,512,324,680
2023-08-14,2023,8,33,Coimbatore,Tamil Nadu,1453,705,717,386,277
2023-08-21,2023,8,34,Coimbatore,Tamil Nadu,839,317,609,424,522
2023-08-28,2023,8,35,Coimbatore,Tamil Nadu,1303,528,443,531,810
2023-09-04,2023,9,36,Coimbatore,Tamil Nadu,860,458,544,415,498
2023-09-11,2023,9,37,Coimbatore,Tamil Nadu,994,462,1010,503,959
2023-09-18,2023,9,38,Coimbatore,Tamil Nadu,963,552,947,498,784
2023-09-25,2023,9,39,Coimbatore,Tamil Nadu,1146,602,742,618,528
2023-10-02,2023,10,40,Coimbatore,Tamil Nadu,3942,355,2081,388,534
2023-10-09,2023,10,41,Coimbatore,Tamil Nadu,2100,714,1665,428,606
2023-10-16,2023,10,42,Coimbatore,Tamil Nadu,2955,436,936,512,332
2023-10-23,2023,10,43,Coimbatore,Tamil Nadu,4457,323,1935,298,577
2023-10-30,2023,10,44,Coimbatore,Tamil Nadu,2731,489,1206,316,328
2023-11-06,2023,11,45,Coimbatore,Tamil Nadu,3580,673,1978,335,339
2023-11-13,2023,11,46,Coimbatore,Tamil Nadu,2013,329,1521,349,514
2023-11-20,2023,11,47,Coimbatore,Tamil Nadu,2941,801,884,526,843
2023-11-27,2023,11,48,Coimbatore,Tamil Nadu,1605,803,1031,320,297
2023-12-04,2023,12,49,Coimbatore,Tamil Nadu,1762,436,1705,474,960
2023-12-11,2023,12,50,Coimbatore,Tamil Nadu,2274,822,898,477,1400
2023-12-18,2023,12,51,Coimbatore,Tamil Nadu,2300,560,2134,335,1278
2023-12-25,2023,12,52,Coimbatore,Tamil Nadu,3769,531,2192,567,1392
2024-01-01,2024,1,1,Coimbatore,Tamil Nadu,1699,683,671,461,1059
2024-01-08,2024,1,2,Coimbatore,Tamil Nadu,1052,384,528,518,1568
2024-01-15,2024,1,3,Coimbatore,Tamil Nadu,1314,673,797,505,1659
2024-01-22,2024,1,4,Coimbatore,Tamil Nadu,924,647,445,508,805
2024-01-29,2024,1,5,Coimbatore,Tamil Nadu,1714,730,476,467,804
2024-02-05,2024,2,6,Coimbatore,Tamil Nadu,1242,376,877,415,1427
2024-02-12,2024,2,7,Coimbatore,Tamil Nadu,854,530,821,527,977
2024-02-19,2024,2,8,Coimbatore,Tamil Nadu,1415,501,435,373,1417
2024-02-26,2024,2,9,Coimbatore,Tamil Nadu,1855,581,706,362,1470
2024-03-04,2024,3,10,Coimbatore,Tamil Nadu,843,299,847,418,381
2024-03-11,2024,3,11,Coimbatore,Tamil Nadu,1570,355,975,541,583
2024-03-18,2024,3,12,Coimbatore,Tamil Nadu,889,873,730,443,416
2024-03-25,2024,3,13,Coimbatore,Tamil Nadu,1320,403,985,534,942
2024-04-01,2024,4,14,Coimbatore,Tamil Nadu,1594,598,626,491,841
2024-04-08,2024,4,15,Coimbatore,Tamil Nadu,2505,548,1483,387,467
2024-04-15,2024,4,16,Coimbatore,Tamil Nadu,1359,378,1100,379,523
2024-04-22,2024,4,17,Coimbatore,Tamil Nadu,2222,625,965,326,736
2024-04-29,2024,4,18,Coimbatore,Tamil Nadu,2354,763,1115,426,600
2024-05-06,2024,5,19,Coimbatore,Tamil Nadu,1927,384,607,228,394
2024-05-13,2024,5,20,Coimbatore,Tamil Nadu,2938,368,1408,195,318
2024-05-20,2024,5,21,Coimbatore,Tamil Nadu,2457,452,1403,545,399
2024-05-27,2024,5,22,Coimbatore,Tamil Nadu,2239,530,1063,359,626
2024-06-03,2024,6,23,Coimbatore,Tamil Nadu,1257,1209,643,1420,313
2024-06-10,2024,6,24,Coimbatore,Tamil Nadu,1386,1540,528,1014,348
2024-06-17,2024,6,25,Coimbatore,Tamil Nadu,1548,1018,930,1573,596
2024-06-24,2024,6,26,Coimbatore,Tamil Nadu,1093,904,642,1495,396
2024-07-01,2024,7,27,Coimbatore,Tamil Nadu,1193,1260,714,992,787
2024-07-08,2024,7,28,Coimbatore,Tamil Nadu,1290,1619,862,830,559
2024-07-15,2024,7,29,Coimbatore,Tamil Nadu,846,1637,431,520,380
2024-07-22,2024,7,30,Coimbatore,Tamil Nadu,931,901,1036,1335,799
2024-07-29,2024,7,31,Coimbatore,Tamil Nadu,1625,983,1024,612,978
2024-08-05,2024,8,32,Coimbatore,Tamil Nadu,1029,595,651,365,616
2024-08-12,2024,8,33,Coimbatore,Tamil Nadu,1506,556,708,481,787
2024-08-19,2024,8,34,Coimbatore,Tamil Nadu,1242,337,451,325,488
2024-08-26,2024,8,35,Coimbatore,Tamil Nadu,1316,748,716,364,795
2024-09-02,2024,9,36,Coimbatore,Tamil Nadu,1274,638,467,338,812
2024-09-09,2024,9,37,Coimbatore,Tamil Nadu,996,798,653,296,899
2024-09-16,2024,9,38,Coimbatore,Tamil Nadu,1984,543,722,212,300
2024-09-23,2024,9,39,Coimbatore,Tamil Nadu,2015,650,531,215,476
