week_start_date,year,month,week_number,district,state,total_bed_capacity,total_occupied_beds,dengue_beds_occupied,heat_stroke_beds_occupied,gastroenteritis_beds_occupied,respiratory_beds_occupied,occupancy_rate_pct
2022-04-04,2022,4,14,Karur,Tamil Nadu,351,293,26,44,12,21,87.5
2022-04-11,2022,4,15,Karur,Tamil Nadu,351,309,13,59,11,13,91.2
2022-04-18,2022,4,16,Karur,Tamil Nadu,351,288,10,57,10,17,78.9
2022-04-25,2022,4,17,Karur,Tamil Nadu,351,338,21,45,13,18,94.4
2022-05-02,2022,5,18,Karur,Tamil Nadu,351,252,8,52,12,12,74.8
2022-05-09,2022,5,19,Karur,Tamil Nadu,351,301,21,43,10,24,81.2
2022-05-16,2022,5,20,Karur,Tamil Nadu,351,345,8,45,19,19,96.3
2022-05-23,2022,5,21,Karur,Tamil Nadu,351,331,7,50,17,21,88.6
2022-05-30,2022,5,22,Karur,Tamil Nadu,351,291,12,49,10,20,85.2
2022-06-06,2022,6,23,Karur,Tamil Nadu,351,326,18,6,35,12,89.6
2022-06-13,2022,6,24,Karur,Tamil Nadu,351,242,19,8,32,24,74.8
2022-06-20,2022,6,25,Karur,Tamil Nadu,351,263,20,7,52,23,80.2
2022-06-27,2022,6,26,Karur,Tamil Nadu,351,308,22,9,31,13,88.7
2022-07-04,2022,7,27,Karur,Tamil Nadu,351,285,22,6,38,19,78.5
2022-07-11,2022,7,28,Karur,Tamil Nadu,351,306,26,13,30,20,90.2
2022-07-18,2022,7,29,Karur,Tamil Nadu,351,328,8,13,40,27,87.0
2022-07-25,2022,7,30,Karur,Tamil Nadu,351,291,19,12,32,25,89.5
2022-08-01,2022,8,31,Karur,Tamil Nadu,351,300,17,9,7,23,85.6
2022-08-08,2022,8,32,Karur,Tamil Nadu,351,244,10,7,8,11,69.7
2022-08-15,2022,8,33,Karur,Tamil Nadu,351,255,15,10,9,26,71.2
2022-08-22,2022,8,34,Karur,Tamil Nadu,351,222,12,8,9,15,68.0
2022-08-29,2022,8,35,Karur,Tamil Nadu,351,312,23,12,12,19,83.0
2022-09-05,2022,9,36,Karur,Tamil Nadu,351,266,22,7,11,23,73.4
2022-09-12,2022,9,37,Karur,Tamil Nadu,351,282,17,13,16,20,75.1
2022-09-19,2022,9,38,Karur,Tamil Nadu,351,298,26,8,16,27,87.1
2022-09-26,2022,9,39,Karur,Tamil Nadu,351,254,14,12,11,19,73.8
2022-10-03,2022,10,40,Karur,Tamil Nadu,351,277,67,6,14,10,82.2
2022-10-10,2022,10,41,Karur,Tamil Nadu,351,302,58,8,15,12,82.9
2022-10-17,2022,10,42,Karur,Tamil Nadu,351,344,92,4,11,14,91.6
2022-10-24,2022,10,43,Karur,Tamil Nadu,351,308,62,11,19,24,93.0
2022-10-31,2022,10,44,Karur,Tamil Nadu,351,316,98,10,14,11,97.5
2022-11-07,2022,11,45,Karur,Tamil Nadu,351,337,83,6,13,23,92.1
2022-11-14,2022,11,46,Karur,Tamil Nadu,351,352,65,4,13,11,95.1
2022-11-21,2022,11,47,Karur,Tamil Nadu,351,284,57,9,17,19,83.0
2022-11-28,2022,11,48,Karur,Tamil Nadu,351,346,74,11,11,23,92.2
2022-12-05,2022,12,49,Karur,Tamil Nadu,351,373,91,12,10,56,100.0
2022-12-12,2022,12,50,Karur,Tamil Nadu,351,332,91,5,20,66,100.0
2022-12-19,2022,12,51,Karur,Tamil Nadu,351,368,72,10,8,66,99.5
2022-12-26,2022,12,52,Karur,Tamil Nadu,351,327,83,7,20,55,100.0
2023-01-02,2023,1,1,Karur,Tamil Nadu,351,248,8,6,14,59,76.0
2023-01-09,2023,1,2,Karur,Tamil Nadu,351,332,27,6,16,68,91.9
2023-01-16,2023,1,3,Karur,Tamil Nadu,351,271,10,12,20,58,81.2
2023-01-23,2023,1,4,Karur,Tamil Nadu,351,269,17,11,11,36,73.8
2023-01-30,2023,1,5,Karur,Tamil Nadu,351,273,15,4,14,51,83.7
2023-02-06,2023,2,6,Karur,Tamil Nadu,351,310,20,12,19,24,84.9
2023-02-13,2023,2,7,Karur,Tamil Nadu,351,283,15,13,14,21,80.0
2023-02-20,2023,2,8,Karur,Tamil Nadu,351,309,15,7,20,22,83.4
2023-02-27,2023,2,9,Karur,Tamil Nadu,351,305,7,4,11,18,82.1
2023-03-06,2023,3,10,Karur,Tamil Nadu,351,213,11,3,19,10,64.8
2023-03-13,2023,3,11,Karur,Tamil Nadu,351,269,21,9,12,19,71.5
2023-03-20,2023,3,12,Karur,Tamil Nadu,351,219,8,3,7,15,64.5
2023-03-27,2023,3,13,Karur,Tamil Nadu,351,271,25,7,11,27,73.6
2023-04-03,2023,4,14,Karur,Tamil Nadu,351,243,15,30,7,21,74.1
2023-04-10,2023,4,15,Karur,Tamil Nadu,351,337,27,59,17,27,93.8
2023-04-17,2023,4,16,Karur,Tamil Nadu,351,302,20,45,17,26,90.7
2023-04-24,2023,4,17,Karur,Tamil Nadu,351,327,26,43,20,19,89.2
2023-05-01,2023,5,18,Karur,Tamil Nadu,351,293,21,62,14,20,90.3
2023-05-08,2023,5,19,Karur,Tamil Nadu,351,278,7,31,15,18,82.7
2023-05-15,2023,5,20,Karur,Tamil Nadu,351,295,26,39,11,21,84.8
2023-05-22,2023,5,21,Karur,Tamil Nadu,351,325,7,48,11,25,95.0
2023-05-29,2023,5,22,Karur,Tamil Nadu,351,274,8,50,7,23,79.9
2023-06-05,2023,6,23,Karur,Tamil Nadu,351,329,25,8,35,28,87.6
2023-06-12,2023,6,24,Karur,Tamil Nadu,351,273,7,9,31,24,84.1
2023-06-19,2023,6,25,Karur,Tamil Nadu,351,276,26,12,41,15,82.0
2023-06-26,2023,6,26,Karur,Tamil Nadu,351,298,22,8,32,11,81.8
2023-07-03,2023,7,27,Karur,Tamil Nadu,351,305,21,7,31,15,82.8
2023-07-10,2023,7,28,Karur,Tamil Nadu,351,332,14,9,34,16,87.8
2023-07-17,2023,7,29,Karur,Tamil Nadu,351,301,10,9,34,24,89.2
2023-07-24,2023,7,30,Karur,Tamil Nadu,351,293,8,4,49,19,82.1
2023-07-31,2023,7,31,Karur,Tamil Nadu,351,296,9,13,44,17,87.0
2023-08-07,2023,8,32,Karur,Tamil Nadu,351,291,11,3,14,18,83.5
2023-08-14,2023,8,33,Karur,Tamil Nadu,351,295,15,10,7,14,79.6
2023-08-21,2023,8,34,Karur,Tamil Nadu,351,270,12,5,16,24,72.5
2023-08-28,2023,8,35,Karur,Tamil Nadu,351,297,26,10,13,23,86.1
2023-09-04,2023,9,36,Karur,Tamil Nadu,351,279,14,4,14,14,76.0
2023-09-11,2023,9,37,Karur,Tamil Nadu,351,239,12,4,19,20,71.5
2023-09-18,2023,9,38,Karur,Tamil Nadu,351,298,18,10,9,19,81.6
2023-09-25,2023,9,39,Karur,Tamil Nadu,351,242,20,9,12,22,71.6
2023-10-02,2023,10,40,Karur,Tamil Nadu,351,354,91,13,20,26,100.0
2023-10-09,2023,10,41,Karur,Tamil Nadu,351,308,65,9,9,18,94.6
2023-10-16,2023,10,42,Karur,Tamil Nadu,351,309,73,10,17,26,88.6
2023-10-23,2023,10,43,Karur,Tamil Nadu,351,343,102,6,10,14,94.9
2023-10-30,2023,10,44,Karur,Tamil Nadu,351,326,80,10,17,20,100.0
2023-11-06,2023,11,45,Karur,Tamil Nadu,351,339,90,10,7,28,100.0
2023-11-13,2023,11,46,Karur,Tamil Nadu,351,350,104,11,10,18,100.0
2023-11-20,2023,11,47,Karur,Tamil Nadu,351,347,100,7,9,13,100.0
2023-11-27,2023,11,48,Karur,Tamil Nadu,351,353,64,7,18,22,96.4
2023-12-04,2023,12,49,Karur,Tamil Nadu,351,342,74,10,16,56,100.0
2023-12-11,2023,12,50,Karur,Tamil Nadu,351,316,54,9,10,55,95.1
2023-12-18,2023,12,51,Karur,Tamil Nadu,351,325,57,6,20,52,100.0
2023-12-25,2023,12,52,Karur,Tamil Nadu,351,366,53,4,13,43,97.6
2024-01-01,2024,1,1,Karur,Tamil Nadu,351,284,22,11,16,50,86.0
2024-01-08,2024,1,2,Karur,Tamil Nadu,351,254,12,6,7,56,76.9
2024-01-15,2024,1,3,Karur,Tamil Nadu,351,291,15,10,8,46,80.8
2024-01-22,2024,1,4,Karur,Tamil Nadu,351,338,19,8,7,49,92.1
2024-01-29,2024,1,5,Karur,Tamil Nadu,351,302,19,12,10,51,90.5
2024-02-05,2024,2,6,Karur,Tamil Nadu,351,277,23,9,9,13,82.2
2024-02-12,2024,2,7,Karur,Tamil Nadu,351,240,18,9,15,13,72.3
2024-02-19,2024,2,8,Karur,Tamil Nadu,351,260,18,7,20,20,75.9
2024-02-26,2024,2,9,Karur,Tamil Nadu,351,236,19,3,17,25,69.5
2024-03-04,2024,3,10,Karur,Tamil Nadu,351,255,15,4,13,12,77.6
2024-03-11,2024,3,11,Karur,Tamil Nadu,351,268,26,12,10,20,77.6
2024-03-18,2024,3,12,Karur,Tamil Nadu,351,246,9,11,17,10,71.8
2024-03-25,2024,3,13,Karur,Tamil Nadu,351,232,17,8,10,22,69.3
2024-04-01,2024,4,14,Karur,Tamil Nadu,351,266,11,32,8,21,77.4
2024-04-08,2024,4,15,Karur,Tamil Nadu,351,317,24,33,9,16,90.2
2024-04-15,2024,4,16,Karur,Tamil Nadu,351,291,8,28,19,25,81.8
2024-04-22,2024,4,17,Karur,Tamil Nadu,351,274,15,44,15,18,78.3
2024-04-29,2024,4,18,Karur,Tamil Nadu,351,269,10,34,17,17,73.1
2024-05-06,2024,5,19,Karur,Tamil Nadu,351,344,16,28,20,26,93.5
2024-05-13,2024,5,20,Karur,Tamil Nadu,351,301,26,49,9,26,90.3
2024-05-20,2024,5,21,Karur,Tamil Nadu,351,277,8,37,7,18,77.5
2024-05-27,2024,5,22,Karur,Tamil Nadu,351,328,21,50,12,14,97.3
2024-06-03,2024,6,23,Karur,Tamil Nadu,351,256,14,12,37,21,74.6
2024-06-10,2024,6,24,Karur,Tamil Nadu,351,321,24,13,37,19,88.5
2024-06-17,2024,6,25,Karur,Tamil Nadu,351,283,14,11,52,26,85.7
2024-06-24,2024,6,26,Karur,Tamil Nadu,351,316,23,4,37,25,94.7
2024-07-01,2024,7,27,Karur,Tamil Nadu,351,337,24,12,36,25,91.8
2024-07-08,2024,7,28,Karur,Tamil Nadu,351,293,12,10,51,12,89.0
2024-07-15,2024,7,29,Karur,Tamil Nadu,351,327,15,5,43,12,88.7
2024-07-22,2024,7,30,Karur,Tamil Nadu,351,299,26,13,32,21,83.6
2024-07-29,2024,7,31,Karur,Tamil Nadu,351,311,11,10,48,16,82.9
2024-08-05,2024,8,32,Karur,Tamil Nadu,351,246,15,11,16,19,68.2
2024-08-12,2024,8,33,Karur,Tamil Nadu,351,303,19,9,17,21,82.0
2024-08-19,2024,8,34,Karur,Tamil Nadu,351,269,25,6,17,26,83.5
2024-08-26,2024,8,35,Karur,Tamil Nadu,351,258,19,5,18,23,78.2
2024-09-02,2024,9,36,Karur,Tamil Nadu,351,269,16,9,17,12,83.2
2024-09-09,2024,9,37,Karur,Tamil Nadu,351,294,26,7,15,18,80.0
2024-09-16,2024,9,38,Karur,Tamil Nadu,351,266,26,10,19,20,75.1
2024-09-23,2024,9,39,Karur,Tamil Nadu,351,265,10,12,10,16,80.6
2024-09-30,2024,9,40,Karur,Tamil Nadu,351,262,20,8,15,22,78.9
2024-10-07,2024,10,41,Karur,Tamil Nadu,351,322,91,11,12,10,96.6
2024-10-14,2024,10,42,Karur,Tamil Nadu,351,366,86,11,7,12,97.2
2024-10-21,2024,10,43,Karur,Tamil Nadu,351,309,58,11,7,19,87.0
2024-10-28,2024,10,44,Karur,Tamil Nadu,351,346,77,11,13,25,92.5
2024-11-04,2024,11,45,Karur,Tamil Nadu,351,253,53,8,7,22,77.6
2024-11-11,2024,11,46,Karur,Tamil Nadu,351,333,97,7,17,10,93.6
2024-11-18,2024,11,47,Karur,Tamil Nadu,351,332,88,11,12,15,94.7
2024-11-25,2024,11,48,Karur,Tamil Nadu,351,305,76,6,17,17,94.3
2024-12-02,2024,12,49,Karur,Tamil Nadu,351,332,56,5,10,65,96.5
2024-12-09,2024,12,50,Karur,Tamil Nadu,351,323,93,9,12,37,100.0
2024-12-16,2024,12,51,Karur,Tamil Nadu,351,362,89,9,13,47,99.8
2024-12-23,2024,12,52,Karur,Tamil Nadu,351,322,78,5,9,70,96.7
2024-12-30,2024,12,1,Karur,Tamil Nadu,351,351,58,4,9,69,92.8
2025-01-06,2025,1,2,Karur,Tamil Nadu,351,280,25,8,7,55,79.7
2025-01-13,2025,1,3,Karur,Tamil Nadu,351,276,8,7,14,58,85.3
2025-01-20,2025,1,4,Karur,Tamil Nadu,351,272,17,7,18,53,83.2
2025-01-27,2025,1,5,Karur,Tamil Nadu,351,293,26,7,11,54,81.8
2025-02-03,2025,2,6,Karur,Tamil Nadu,351,240,14,7,17,27,69.8
2025-02-10,2025,2,7,Karur,Tamil Nadu,351,277,17,7,16,14,73.3
2025-02-17,2025,2,8,Karur,Tamil Nadu,351,262,24,12,9,21,75.6
2025-02-24,2025,2,9,Karur,Tamil Nadu,351,259,23,10,7,15,77.9
2025-03-03,2025,3,10,Karur,Tamil Nadu,351,263,7,14,8,25,70.3
2025-03-10,2025,3,11,Karur,Tamil Nadu,351,225,10,8,8,25,69.4
2025-03-17,2025,3,12,Karur,Tamil Nadu,351,277,22,11,11,11,74.0
2025-03-24,2025,3,13,Karur,Tamil Nadu,351,302,17,8,17,26,86.8
2025-03-31,2025,3,14,Karur,Tamil Nadu,351,288,16,6,12,18,77.3
2025-04-07,2025,4,15,Karur,Tamil Nadu,351,275,20,63,7,11,79.1
2025-04-14,2025,4,16,Karur,Tamil Nadu,351,269,9,28,11,23,80.0
2025-04-21,2025,4,17,Karur,Tamil Nadu,351,272,12,39,15,21,84.5
2025-04-28,2025,4,18,Karur,Tamil Nadu,351,337,25,56,20,16,100.0
2025-05-05,2025,5,19,Karur,Tamil Nadu,351,264,21,32,14,12,79.7
2025-05-12,2025,5,20,Karur,Tamil Nadu,351,266,13,33,8,15,70.6
2025-05-19,2025,5,21,Karur,Tamil Nadu,351,303,9,33,18,17,83.7
2025-05-26,2025,5,22,Karur,Tamil Nadu,351,289,20,31,17,23,80.3
2025-06-02,2025,6,23,Karur,Tamil Nadu,351,300,19,6,38,23,84.0
2025-06-09,2025,6,24,Karur,Tamil Nadu,351,298,15,10,42,13,81.7
2025-06-16,2025,6,25,Karur,Tamil Nadu,351,280,15,7,36,16,80.1
2025-06-23,2025,6,26,Karur,Tamil Nadu,351,300,24,12,44,23,86.2
2025-06-30,2025,6,27,Karur,Tamil Nadu,351,270,8,9,29,18,73.4
2025-07-07,2025,7,28,Karur,Tamil Nadu,351,279,28,6,42,12,75.5
2025-07-14,2025,7,29,Karur,Tamil Nadu,351,283,18,13,37,20,82.5
2025-07-21,2025,7,30,Karur,Tamil Nadu,351,241,18,9,30,10,73.9
2025-07-28,2025,7,31,Karur,Tamil Nadu,351,293,23,5,47,13,87.8
2025-08-04,2025,8,32,Karur,Tamil Nadu,351,287,24,13,20,19,85.7
2025-08-11,2025,8,33,Karur,Tamil Nadu,351,241,15,8,12,25,73.2
2025-08-18,2025,8,34,Karur,Tamil Nadu,351,315,17,5,10,26,84.8
2025-08-25,2025,8,35,Karur,Tamil Nadu,351,246,26,5,8,11,68.1
2025-09-01,2025,9,36,Karur,Tamil Nadu,351,256,28,11,18,15,71.2
2025-09-08,2025,9,37,Karur,Tamil Nadu,351,279,19,5,19,13,75.6
2025-09-15,2025,9,38,Karur,Tamil Nadu,351,266,14,9,15,14,80.4
2025-09-22,2025,9,39,Karur,Tamil Nadu,351,320,19,13,7,25,87.2
2025-09-29,2025,9,40,Karur,Tamil Nadu,351,282,24,11,11,21,77.6
2025-10-06,2025,10,41,Karur,Tamil Nadu,351,334,58,5,8,23,89.4
2025-10-13,2025,10,42,Karur,Tamil Nadu,351,353,63,12,8,19,98.0
2025-10-20,2025,10,43,Karur,Tamil Nadu,351,333,89,11,14,11,90.4
2025-10-27,2025,10,44,Karur,Tamil Nadu,351,317,73,5,8,19,97.1
2025-11-03,2025,11,45,Karur,Tamil Nadu,351,289,53,11,20,12,88.0
2025-11-10,2025,11,46,Karur,Tamil Nadu,351,343,95,11,18,26,94.3
2025-11-17,2025,11,47,Karur,Tamil Nadu,351,366,78,7,7,26,100.0
2025-11-24,2025,11,48,Karur,Tamil Nadu,351,294,96,12,9,13,88.2
2025-12-01,2025,12,49,Karur,Tamil Nadu,351,368,90,12,9,63,100.0
2025-12-08,2025,12,50,Karur,Tamil Nadu,351,342,88,11,19,39,100.0
2025-12-15,2025,12,51,Karur,Tamil Nadu,351,363,83,3,15,57,100.0
2025-12-22,2025,12,52,Karur,Tamil Nadu,351,358,79,5,10,46,100.0
2025-12-29,2025,12,1,Karur,Tamil Nadu,351,329,76,5,18,55,100.0
2015-01-05,2015,1,2,Krishnagiri,Tamil Nadu,120,89,3,2,6,12,78.3
2015-01-12,2015,1,3,Krishnagiri,Tamil Nadu,120,94,6,3,4,12,74.6
2015-01-19,2015,1,4,Krishnagiri,Tamil Nadu,120,93,8,3,4,12,83.2
2015-01-26,2015,1,5,Krishnagiri,Tamil Nadu,120,109,7,3,3,17,95.2
2015-02-02,2015,2,6,Krishnagiri,Tamil Nadu,120,91,8,3,2,7,78.3
2015-02-09,2015,2,7,Krishnagiri,Tamil Nadu,120,78,4,2,2,6,64.0
2015-02-16,2015,2,8,Krishnagiri,Tamil Nadu,120,88,4,3,6,4,78.5
2015-02-23,2015,2,9,Krishnagiri,Tamil Nadu,120,87,6,4,3,7,77.6
2015-03-02,2015,3,10,Krishnagiri,Tamil Nadu,120,96,8,2,5,7,85.4
2015-03-09,2015,3,11,Krishnagiri,Tamil Nadu,120,104,9,4,6,5,84.7
2015-03-16,2015,3,12,Krishnagiri,Tamil Nadu,120,110,9,3,6,6,90.6
2015-03-23,2015,3,13,Krishnagiri,Tamil Nadu,120,79,5,4,3,7,69.3
2015-03-30,2015,3,14,Krishnagiri,Tamil Nadu,120,80,7,3,4,6,68.7
2015-04-06,2015,4,15,Krishnagiri,Tamil Nadu,120,115,3,18,3,7,96.4
2015-04-13,2015,4,16,Krishnagiri,Tamil Nadu,120,110,6,17,4,7,97.9
2015-04-20,2015,4,17,Krishnagiri,Tamil Nadu,120,101,6,19,7,4,86.2
2015-04-27,2015,4,18,Krishnagiri,Tamil Nadu,120,113,8,10,6,9,91.1
2015-05-04,2015,5,19,Krishnagiri,Tamil Nadu,120,112,7,16,6,8,90.1
2015-05-11,2015,5,20,Krishnagiri,Tamil Nadu,120,106,3,13,3,4,87.0
2015-05-18,2015,5,21,Krishnagiri,Tamil Nadu,120,90,5,14,6,6,80.1
2015-05-25,2015,5,22,Krishnagiri,Tamil Nadu,120,118,9,18,5,7,91.6
2015-06-01,2015,6,23,Krishnagiri,Tamil Nadu,120,102,6,3,13,5,85.2
2015-06-08,2015,6,24,Krishnagiri,Tamil Nadu,120,97,6,3,13,8,85.6
2015-06-15,2015,6,25,Krishnagiri,Tamil Nadu,120,103,2,1,14,8,81.1
2015-06-22,2015,6,26,Krishnagiri,Tamil Nadu,120,104,7,4,14,4,90.5
2015-06-29,2015,6,27,Krishnagiri,Tamil Nadu,120,106,7,4,16,4,94.3
2015-07-06,2015,7,28,Krishnagiri,Tamil Nadu,120,96,7,3,12,7,77.3
2015-07-13,2015,7,29,Krishnagiri,Tamil Nadu,120,95,6,3,14,8,83.4
2015-07-20,2015,7,30,Krishnagiri,Tamil Nadu,120,111,5,3,16,5,88.9
2015-07-27,2015,7,31,Krishnagiri,Tamil Nadu,120,98,4,2,9,3,86.0
2015-08-03,2015,8,32,Krishnagiri,Tamil Nadu,120,114,9,2,4,8,89.7
2015-08-10,2015,8,33,Krishnagiri,Tamil Nadu,120,92,5,3,5,9,79.0
2015-08-17,2015,8,34,Krishnagiri,Tamil Nadu,120,83,3,4,3,4,75.8
2015-08-24,2015,8,35,Krishnagiri,Tamil Nadu,120,87,7,1,4,7,78.8
2015-08-31,2015,8,36,Krishnagiri,Tamil Nadu,120,75,4,3,2,8,66.8
2015-09-07,2015,9,37,Krishnagiri,Tamil Nadu,120,84,4,4,3,6,69.2
2015-09-14,2015,9,38,Krishnagiri,Tamil Nadu,120,84,2,3,3,7,76.5
2015-09-21,2015,9,39,Krishnagiri,Tamil Nadu,120,104,5,1,6,9,84.6
2015-09-28,2015,9,40,Krishnagiri,Tamil Nadu,120,93,5,2,2,4,79.8
2015-10-05,2015,10,41,Krishnagiri,Tamil Nadu,120,106,23,3,6,6,94.4
2015-10-12,2015,10,42,Krishnagiri,Tamil Nadu,120,124,31,2,5,5,96.5
2015-10-19,2015,10,43,Krishnagiri,Tamil Nadu,120,109,30,4,2,8,92.4
2015-10-26,2015,10,44,Krishnagiri,Tamil Nadu,120,116,18,4,2,5,89.9
2015-11-02,2015,11,45,Krishnagiri,Tamil Nadu,120,101,21,1,6,9,91.4
2015-11-09,2015,11,46,Krishnagiri,Tamil Nadu,120,121,33,2,5,7,100.0
2015-11-16,2015,11,47,Krishnagiri,Tamil Nadu,120,128,30,4,4,6,100.0
2015-11-23,2015,11,48,Krishnagiri,Tamil Nadu,120,122,34,3,4,9,96.7
2015-11-30,2015,11,49,Krishnagiri,Tamil Nadu,120,113,27,2,4,5,90.5
2015-12-07,2015,12,50,Krishnagiri,Tamil Nadu,120,125,23,3,5,13,97.2
2015-12-14,2015,12,51,Krishnagiri,Tamil Nadu,120,124,29,3,6,20,100.0
2015-12-21,2015,12,52,Krishnagiri,Tamil Nadu,120,110,34,2,5,15,100.0
2015-12-28,2015,12,53,Krishnagiri,Tamil Nadu,120,127,24,4,4,23,99.3
2016-01-04,2016,1,1,Krishnagiri,Tamil Nadu,120,124,7,3,3,23,100.0
2016-01-11,2016,1,2,Krishnagiri,Tamil Nadu,120,103,6,2,6,22,82.2
2016-01-18,2016,1,3,Krishnagiri,Tamil Nadu,120,102,4,2,5,22,85.2
2016-01-25,2016,1,4,Krishnagiri,Tamil Nadu,120,114,4,4,3,23,88.6
2016-02-01,2016,2,5,Krishnagiri,Tamil Nadu,120,81,6,2,5,6,72.6
2016-02-08,2016,2,6,Krishnagiri,Tamil Nadu,120,81,6,2,4,7,71.9
2016-02-15,2016,2,7,Krishnagiri,Tamil Nadu,120,91,9,4,5,8,74.9
2016-02-22,2016,2,8,Krishnagiri,Tamil Nadu,120,94,8,1,4,7,80.5
2016-02-29,2016,2,9,Krishnagiri,Tamil Nadu,120,98,4,2,7,6,78.0
2016-03-07,2016,3,10,Krishnagiri,Tamil Nadu,120,89,4,3,5,4,79.3
2016-03-14,2016,3,11,Krishnagiri,Tamil Nadu,120,102,7,4,2,5,85.1
2016-03-21,2016,3,12,Krishnagiri,Tamil Nadu,120,87,8,3,4,7,70.8
2016-03-28,2016,3,13,Krishnagiri,Tamil Nadu,120,89,9,1,2,9,76.7
2016-04-04,2016,4,14,Krishnagiri,Tamil Nadu,120,104,4,15,3,5,84.6
2016-04-11,2016,4,15,Krishnagiri,Tamil Nadu,120,116,3,20,4,8,90.4
2016-04-18,2016,4,16,Krishnagiri,Tamil Nadu,120,105,6,14,6,5,89.6
2016-04-25,2016,4,17,Krishnagiri,Tamil Nadu,120,122,3,17,4,7,95.2
2016-05-02,2016,5,18,Krishnagiri,Tamil Nadu,120,112,3,20,6,4,96.1
2016-05-09,2016,5,19,Krishnagiri,Tamil Nadu,120,113,2,17,3,3,90.0
2016-05-16,2016,5,20,Krishnagiri,Tamil Nadu,120,91,3,14,7,6,81.4
2016-05-23,2016,5,21,Krishnagiri,Tamil Nadu,120,115,6,14,2,5,93.0
2016-05-30,2016,5,22,Krishnagiri,Tamil Nadu,120,94,6,14,5,7,79.8
2016-06-06,2016,6,23,Krishnagiri,Tamil Nadu,120,96,2,3,10,8,78.4
2016-06-13,2016,6,24,Krishnagiri,Tamil Nadu,120,111,9,4,10,8,89.1
2016-06-20,2016,6,25,Krishnagiri,Tamil Nadu,120,100,6,1,14,5,88.0
2016-06-27,2016,6,26,Krishnagiri,Tamil Nadu,120,92,4,3,17,7,79.7
2016-07-04,2016,7,27,Krishnagiri,Tamil Nadu,120,88,3,4,15,5,77.1
2016-07-11,2016,7,28,Krishnagiri,Tamil Nadu,120,106,9,1,9,4,85.8
2016-07-18,2016,7,29,Krishnagiri,Tamil Nadu,120,104,6,3,13,8,83.4
2016-07-25,2016,7,30,Krishnagiri,Tamil Nadu,120,93,4,1,10,7,77.9
2016-08-01,2016,8,31,Krishnagiri,Tamil Nadu,120,88,7,2,4,8,70.8
2016-08-08,2016,8,32,Krishnagiri,Tamil Nadu,120,88,6,2,6,3,69.9
2016-08-15,2016,8,33,Krishnagiri,Tamil Nadu,120,86,9,1,5,5,77.2
2016-08-22,2016,8,34,Krishnagiri,Tamil Nadu,120,98,5,4,6,8,80.6
2016-08-29,2016,8,35,Krishnagiri,Tamil Nadu,120,83,4,2,4,7,66.3
2016-09-05,2016,9,36,Krishnagiri,Tamil Nadu,120,92,7,3,3,5,73.9
2016-09-12,2016,9,37,Krishnagiri,Tamil Nadu,120,103,9,3,2,5,86.4
2016-09-19,2016,9,38,Krishnagiri,Tamil Nadu,120,100,4,4,5,8,84.2
2016-09-26,2016,9,39,Krishnagiri,Tamil Nadu,120,96,9,3,4,5,81.3
2016-10-03,2016,10,40,Krishnagiri,Tamil Nadu,120,105,28,4,2,4,93.8
2016-10-10,2016,10,41,Krishnagiri,Tamil Nadu,120,112,29,1,5,3,93.5
2016-10-17,2016,10,42,Krishnagiri,Tamil Nadu,120,91,20,4,3,7,82.7
2016-10-24,2016,10,43,Krishnagiri,Tamil Nadu,120,116,31,4,5,3,100.0
2016-10-31,2016,10,44,Krishnagiri,Tamil Nadu,120,108,29,1,3,5,85.7
2016-11-07,2016,11,45,Krishnagiri,Tamil Nadu,120,118,24,2,6,7,91.3
2016-11-14,2016,11,46,Krishnagiri,Tamil Nadu,120,106,35,1,4,4,91.5
2016-11-21,2016,11,47,Krishnagiri,Tamil Nadu,120,106,30,4,6,4,96.2
2016-11-28,2016,11,48,Krishnagiri,Tamil Nadu,120,127,33,2,4,4,100.0
2016-12-05,2016,12,49,Krishnagiri,Tamil Nadu,120,127,34,3,3,16,100.0
2016-12-12,2016,12,50,Krishnagiri,Tamil Nadu,120,111,22,3,4,12,87.0
2016-12-19,2016,12,51,Krishnagiri,Tamil Nadu,120,118,21,3,3,16,93.4
2016-12-26,2016,12,52,Krishnagiri,Tamil Nadu,120,128,33,4,5,22,100.0
2017-01-02,2017,1,1,Krishnagiri,Tamil Nadu,120,107,5,4,5,23,96.0
2017-01-09,2017,1,2,Krishnagiri,Tamil Nadu,120,107,7,3,6,12,84.1
2017-01-16,2017,1,3,Krishnagiri,Tamil Nadu,120,114,5,4,3,22,94.4
2017-01-23,2017,1,4,Krishnagiri,Tamil Nadu,120,111,8,4,3,23,96.3
2017-01-30,2017,1,5,Krishnagiri,Tamil Nadu,120,105,4,2,4,22,83.0
2017-02-06,2017,2,6,Krishnagiri,Tamil Nadu,120,92,7,3,6,6,75.4
2017-02-13,2017,2,7,Krishnagiri,Tamil Nadu,120,91,5,4,6,9,81.2
2017-02-20,2017,2,8,Krishnagiri,Tamil Nadu,120,93,6,3,6,8,80.7
2017-02-27,2017,2,9,Krishnagiri,Tamil Nadu,120,102,7,2,6,9,82.8
2017-03-06,2017,3,10,Krishnagiri,Tamil Nadu,120,105,7,4,6,9,81.4
2017-03-13,2017,3,11,Krishnagiri,Tamil Nadu,120,100,8,1,3,7,82.1
2017-03-20,2017,3,12,Krishnagiri,Tamil Nadu,120,103,9,4,5,8,89.6
